,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,奖池奖金,一等奖注数,一等奖奖金,二等奖注数,二等奖奖金,总投注额
1500,13048,2013-04-29,10,11,23,32,33,01,04,"180,774,662",7,"5,505,453",43,"76,089","93,439,302"
1499,13049,2013-05-01,18,22,25,31,32,04,06,"185,855,837",1,"10,000,000",38,"88,974","90,270,660"
1498,13050,2013-05-04,14,22,30,32,33,07,08,"183,101,262",2,"7,415,141",56,"50,952","108,845,242"
1497,13051,2013-05-06,05,08,15,18,33,07,08,"189,058,365",1,"10,000,000",46,"95,987","101,017,433"
1496,13052,2013-05-08,01,02,10,29,31,01,10,"166,304,395",6,"6,034,952",52,"73,925","99,005,450"
1495,13053,2013-05-11,13,31,33,34,35,05,07,"123,304,395",8,"5,000,000",231,"12,000","107,125,902"
1494,13054,2013-05-13,05,08,21,30,32,01,08,"114,882,950",4,"6,929,758",23,"202,599","97,491,675"
1493,13055,2013-05-15,04,05,22,23,24,03,09,"107,162,071",3,"6,903,540",35,"114,786","97,894,933"
1492,13056,2013-05-18,11,22,30,32,35,03,04,"106,703,983",2,"8,215,874",59,"81,973","106,923,534"
1491,13057,2013-05-20,07,15,27,33,35,07,10,"123,030,080",0,0,22,"170,063","95,419,334"
1490,13058,2013-05-22,20,21,27,31,35,07,11,"125,968,561",2,"9,312,826",27,"187,922","97,868,322"
1489,13059,2013-05-25,03,08,11,24,27,07,12,"148,773,878",0,0,42,"113,884","107,444,050"
1488,13060,2013-05-27,15,25,26,32,35,05,10,"116,219,946",7,"5,477,724",57,"37,010","97,754,407"
1487,13061,2013-05-29,01,14,18,21,32,05,10,"142,690,976",0,0,18,"346,026","104,825,840"
1486,13062,2013-06-01,01,05,08,09,12,09,12,"133,663,835",5,"7,129,714",36,"184,871","123,085,059"
1485,13063,2013-06-03,03,05,11,27,28,05,06,"146,067,573",1,"10,000,000",25,"208,892","108,064,818"
1484,13064,2013-06-05,21,24,26,28,32,01,03,"159,171,307",1,"10,000,000",21,"250,446","109,225,079"
1483,13065,2013-06-08,09,28,31,34,35,02,09,"164,666,357",1,"10,000,000",284,"14,102","123,733,625"
1482,13066,2013-06-10,06,07,13,33,34,02,11,"173,469,085",1,"10,000,000",55,"73,519","108,172,336"
1481,13067,2013-06-12,02,03,05,08,29,10,12,"168,117,873",3,"7,144,174",17,"214,417","105,168,115"
1480,13068,2013-06-15,10,17,27,34,35,05,07,"151,050,094",5,"6,057,629",73,"41,475","123,220,775"
1479,13069,2013-06-17,06,12,13,16,30,07,12,"165,804,899",1,"10,000,000",41,"130,460","112,197,585"
1478,13070,2013-06-19,09,12,18,21,29,01,08,"172,138,704",1,"10,000,000",75,"58,389","113,538,678"
1477,13071,2013-06-22,13,19,26,27,28,03,11,"170,320,645",3,"7,929,319",77,"61,669","129,186,697"
1476,13072,2013-06-24,12,27,28,33,35,03,05,"131,224,965",7,"5,560,590",159,"18,887","115,290,338"
1475,13073,2013-06-26,03,05,23,27,31,02,06,"124,925,587",3,"7,333,431",34,"165,827","116,689,022"
1474,13074,2013-06-29,06,14,20,24,32,01,07,"112,228,527",3,"6,569,851",63,"63,912","124,113,767"
1473,13075,2013-07-01,01,11,13,19,35,07,08,"111,311,262",2,"8,098,136",28,"169,939","111,388,586"
1472,13076,2013-07-03,13,15,16,26,27,09,10,"106,302,568",3,"7,405,796",34,"153,561","110,287,003"
1471,13077,2013-07-06,24,26,30,32,35,06,12,"103,028,044",3,"7,605,661",61,"75,745","121,705,850"
1470,13078,2013-07-08,02,07,23,31,33,02,08,"104,883,662",2,"8,951,872",29,"150,547","110,464,206"
1469,13079,2013-07-10,09,10,17,21,34,01,07,"106,225,828",2,"8,780,721",81,"52,183","111,146,788"
1468,13080,2013-07-13,06,21,23,27,31,04,06,"132,673,164",0,0,27,"221,780","121,739,755"
1467,13081,2013-07-15,07,09,15,17,23,02,07,"150,300,415",1,"10,000,000",34,"209,297","115,556,938"
1466,13082,2013-07-17,03,09,25,26,33,03,12,"171,994,313",0,0,30,"155,511","112,633,760"
1465,13083,2013-07-20,26,29,30,32,35,04,10,"86,994,313",14,"5,000,000",345,"12,000","123,762,556"
1464,13084,2013-07-22,08,22,26,29,35,01,05,"105,974,540",0,0,31,"139,049","109,893,917"
1463,13085,2013-07-24,08,19,23,27,32,03,05,"98,643,241",3,"6,975,684",65,"62,063","109,057,485"
1462,13086,2013-07-27,09,16,26,29,31,06,09,"28,968,747",16,"5,000,000",83,"38,878","118,005,920"
1461,13087,2013-07-29,09,12,22,32,34,02,04,"42,617,129",1,"5,000,000",23,"212,239","102,329,273"
1460,13088,2013-07-31,03,05,08,33,35,01,03,0,37,"1,150,769",197,"12,000","101,099,585"
1459,13089,2013-08-03,06,07,23,24,29,04,11,"2,846,241",3,"5,000,000",39,"103,008","103,107,680"
1458,13090,2013-08-05,02,26,30,31,33,11,12,"5,263,955",2,"5,000,000",39,"74,580","93,663,331"
1457,13091,2013-08-07,04,09,28,34,35,02,08,0,7,"723,495",130,"12,000","94,094,638"
1456,13092,2013-08-10,07,10,21,27,33,03,09,0,4,"2,958,913",64,"45,478","100,655,848"
1455,13093,2013-08-12,01,05,17,18,26,05,07,0,6,"1,211,256",59,"36,407","91,058,614"
1454,13094,2013-08-14,03,28,33,34,35,06,09,0,10,"24,000",271,"12,000","89,359,971"
1453,13095,2013-08-17,03,17,28,30,33,01,10,"642,661",3,"5,000,000",24,"141,883","85,079,922"
1452,13096,2013-08-19,17,19,20,22,26,06,08,"19,111,160",0,0,24,"182,404","82,602,563"
1451,13097,2013-08-21,07,08,13,17,32,03,08,"28,216,869",1,"5,000,000",16,"265,204","87,209,004"
1450,13098,2013-08-24,02,06,16,29,34,10,11,"35,352,220",2,"5,000,000",52,"72,072","96,508,845"
1449,13099,2013-08-26,04,11,28,30,33,05,12,"12,009,973",4,"5,000,000",73,"12,000","90,552,001"
1448,13100,2013-08-28,09,12,24,26,30,05,09,"6,402,825",3,"5,000,000",39,"96,355","91,302,467"
1447,13101,2013-08-31,04,09,13,15,32,02,09,"14,743,158",2,"5,000,000",22,"251,803","99,608,666"
1446,13102,2013-09-02,06,12,15,19,26,02,11,"36,350,423",0,0,21,"223,330","90,509,576"
1445,13103,2013-09-04,05,08,13,16,31,03,09,"37,443,844",3,"5,000,000",59,"63,673","94,510,010"
1444,13104,2013-09-07,02,05,11,27,29,01,11,"61,624,635",0,0,29,"197,797","103,746,815"
1443,13105,2013-09-09,07,13,27,30,34,01,12,"73,054,761",1,"5,000,000",33,"112,342","95,015,234"
1442,13106,2013-09-11,06,07,12,13,27,03,12,"88,399,110",1,"5,000,000",40,"121,097","96,682,691"
1441,13107,2013-09-14,07,13,14,18,25,05,12,"111,070,403",0,0,26,"204,245","103,336,022"
1440,13108,2013-09-16,05,10,13,15,18,02,11,"134,193,271",0,0,22,"272,836","98,043,296"
1439,13109,2013-09-18,13,20,26,29,32,02,06,"145,869,127",1,"10,000,000",24,"218,948","99,337,442"
1438,13110,2013-09-21,07,16,18,32,33,02,07,"149,035,335",2,"9,388,735",28,"175,199","110,067,240"
1437,13111,2013-09-23,07,12,13,20,27,01,03,"151,209,447",1,"9,239,212",81,"47,398","102,613,684"
1436,13112,2013-09-25,02,10,20,22,29,05,12,"164,634,801",1,"10,000,000",25,"218,418","102,958,306"
1435,13113,2013-09-28,19,21,23,28,30,08,12,"154,688,007",4,"6,675,534",161,"24,961","114,354,307"
1434,13114,2013-09-30,06,17,21,23,33,01,09,"135,253,881",6,"6,173,985",511,"12,000","101,049,414"
1433,13115,2013-10-02,05,16,29,32,34,04,11,"87,253,881",9,"5,000,000",166,"12,000","90,887,232"
1432,13116,2013-10-05,13,22,23,30,33,09,11,"97,540,922",1,"5,000,000",45,"97,922","106,157,155"
1431,13117,2013-10-07,05,16,23,25,33,07,12,"112,954,194",1,"5,000,000",22,"198,669","94,444,889"
1430,13118,2013-10-09,04,06,11,20,31,01,05,"124,989,788",1,"10,000,000",30,"168,855","102,403,342"
1429,13119,2013-10-12,01,02,16,23,35,01,11,"144,276,439",1,"10,000,000",32,"199,228","114,833,494"
1428,13120,2013-10-14,06,14,15,22,26,03,11,"167,252,806",0,0,13,"413,988","103,379,902"
1427,13121,2013-10-16,03,18,19,20,24,03,12,"167,954,219",2,"8,513,182",26,"209,983","107,502,799"
1426,13122,2013-10-19,15,17,20,24,35,04,12,"183,742,526",1,"10,000,000",19,"312,585","114,607,447"
1425,13123,2013-10-21,02,09,10,33,34,05,12,"201,386,997",0,0,28,"129,263","106,562,135"
1424,13124,2013-10-23,05,07,18,21,32,10,11,"207,891,533",1,"10,000,000",43,"81,806","110,782,997"
1423,13125,2013-10-26,04,08,14,23,28,04,08,"178,104,632",6,"5,787,443",64,"57,509","119,978,991"
1422,13126,2013-10-28,09,10,15,18,30,03,06,"172,845,865",3,"7,164,717",39,"92,509","109,378,334"
1421,13127,2013-10-30,03,14,16,19,32,05,10,"165,583,037",3,"6,988,364",42,"103,291","110,020,727"
1420,13128,2013-11-02,11,13,27,33,35,01,02,"113,183,371",10,"5,214,305",150,"12,000","120,450,087"
1419,13129,2013-11-04,11,23,29,30,33,01,04,"103,338,276",3,"6,770,618",56,"76,983","108,505,512"
1418,13130,2013-11-06,08,09,15,19,30,06,09,"95,469,948",3,"6,876,234",51,"75,049","109,732,548"
1417,13131,2013-11-09,12,15,29,30,31,04,12,"116,854,488",0,0,54,"96,982","117,449,499"
1416,13132,2013-11-11,23,26,28,31,34,02,10,"105,675,073",4,"6,470,096",57,"60,497","106,761,393"
1415,13133,2013-11-13,02,08,10,16,17,09,12,"122,965,280",1,"10,000,000",17,"363,869","109,127,259"
1414,13134,2013-11-16,02,13,19,23,32,02,09,"148,480,349",0,0,38,"163,558","117,471,260"
1413,13135,2013-11-18,04,13,19,25,26,07,12,"171,612,098",0,0,32,"148,280","107,973,516"
1412,13136,2013-11-20,05,11,15,25,28,05,11,"154,167,079",4,"6,096,792",53,"56,919","111,309,765"
1411,13137,2013-11-23,04,12,32,33,34,06,08,"152,139,878",2,"7,657,598",79,"35,223","122,455,002"
1410,13138,2013-11-25,03,08,13,17,24,07,09,"81,149,879",14,"5,091,780",303,"12,000","109,150,434"
1409,13139,2013-11-27,05,06,18,20,31,06,07,"82,963,265",3,"5,000,000",33,"163,536","108,440,465"
1408,13140,2013-11-30,01,12,17,26,28,01,06,"91,556,766",4,"5,000,000",49,"141,727","116,980,853"
1407,13141,2013-12-02,05,15,18,25,31,08,10,"111,701,804",0,0,44,"115,776","107,596,104"
1406,13142,2013-12-04,06,11,25,28,29,04,12,"115,535,221",1,"9,930,590",50,"82,434","111,067,962"
1405,13143,2013-12-07,03,08,14,21,31,06,08,"118,184,260",2,"9,012,573",41,"139,102","121,306,535"
1404,13144,2013-12-09,03,20,21,23,35,02,08,"128,088,241",1,"10,000,000",14,"437,197","110,147,338"
1403,13145,2013-12-11,02,13,15,18,20,02,11,"153,157,780",0,0,29,"217,052","110,223,270"
1402,13146,2013-12-14,06,07,15,25,31,01,09,"168,244,721",1,"10,000,000",48,"117,365","120,844,765"
1401,13147,2013-12-16,03,09,22,24,25,05,09,"171,377,233",2,"9,377,504",23,"214,583","106,840,083"
1400,13148,2013-12-18,02,05,09,29,32,03,07,"177,610,569",1,"10,000,000",26,"132,788","110,251,832"
1399,13149,2013-12-21,06,07,08,09,13,05,07,"180,873,480",2,"9,420,969",37,"143,073","121,299,463"
1398,13150,2013-12-23,06,07,14,18,22,08,11,"195,421,794",1,"10,000,000",19,"282,164","110,252,541"
1397,13151,2013-12-25,02,13,21,27,30,03,04,"218,469,468",0,0,33,"144,273","115,202,750"
1396,13152,2013-12-28,09,12,14,18,19,03,09,"208,662,004",5,"7,025,670",26,"232,835","129,948,961"
1395,13153,2013-12-30,04,05,16,17,30,03,09,"235,568,607",0,0,35,"180,278","120,218,297"
1394,14001,2014-01-01,05,13,20,23,29,08,11,"245,814,203",1,"10,000,000",51,"92,763","120,984,608"
1393,14002,2014-01-04,01,12,21,24,29,01,07,"265,231,194",1,"10,000,000",49,"126,117","134,448,795"
1392,14003,2014-01-06,07,11,13,21,33,05,06,"262,749,156",2,"7,696,913",41,"110,773","121,231,014"
1391,14004,2014-01-08,07,10,19,27,28,09,12,"259,377,488",2,"7,468,802",60,"65,432","121,043,337"
1390,14005,2014-01-11,15,17,18,29,33,04,08,"251,264,064",4,"6,981,095",38,"125,187","132,360,353"
1389,14006,2014-01-13,01,04,07,16,35,06,08,"279,505,469",0,0,29,"186,411","119,059,472"
1388,14007,2014-01-15,08,11,14,21,32,03,11,"263,085,157",5,"6,378,533",99,"47,129","123,439,275"
1387,14008,2014-01-18,11,13,20,28,35,01,05,"282,150,599",1,"10,000,000",29,"242,212","137,668,320"
1386,14009,2014-01-20,10,18,25,29,33,07,08,"277,824,746",2,"7,224,139",125,"26,297","123,676,782"
1385,14010,2014-01-22,05,10,20,26,27,01,03,"289,164,215",2,"10,000,000",42,"167,815","126,731,854"
1384,14011,2014-01-25,04,06,14,24,35,07,12,"305,399,026",1,"10,000,000",26,"273,756","138,131,180"
1383,14012,2014-01-27,09,20,21,23,29,05,07,"308,985,857",1,"9,827,845",64,"74,203","126,548,654"
1382,14013,2014-01-29,10,11,13,22,28,04,12,"324,041,671",1,"10,000,000",91,"61,637","137,312,298"
1381,14014,2014-02-08,01,09,11,27,29,03,11,"325,125,162",2,"8,694,497",42,"102,624","130,439,909"
1380,14015,2014-02-10,04,06,18,20,30,05,07,"336,487,176",1,"10,000,000",40,"130,654","118,668,684"
1379,14016,2014-02-12,04,06,13,24,34,04,09,"312,409,622",8,"6,326,869",21,"302,420","123,079,546"
1378,14017,2014-02-15,05,10,11,23,34,01,10,"295,873,500",5,"6,712,143",31,"206,428","136,657,269"
1377,14018,2014-02-17,08,09,12,28,34,02,12,"317,846,981",0,0,41,"126,284","121,704,224"
1376,14019,2014-02-19,07,12,22,29,32,11,12,"316,455,971",2,"7,976,663",70,"62,013","127,761,746"
1375,14020,2014-02-22,01,14,17,30,35,06,07,"322,855,712",2,"10,000,000",37,"161,466","142,178,440"
1374,14021,2014-02-24,06,10,17,23,24,03,09,"309,059,701",4,"6,564,613",39,"108,915","128,569,953"
1373,14022,2014-02-26,03,06,10,16,25,10,11,"325,669,431",1,"10,000,000",29,"209,938","130,079,120"
1372,14023,2014-03-01,04,13,15,29,33,05,09,"306,189,144",4,"5,835,860",105,"25,417","141,829,576"
1371,14024,2014-03-03,07,11,15,31,32,06,11,"297,992,483",4,"7,145,411",32,"178,784","129,953,991"
1370,14025,2014-03-05,19,20,27,32,34,06,08,"292,317,488",3,"7,282,407",49,"97,469","128,550,281"
1369,14026,2014-03-08,05,10,12,15,26,04,08,"318,035,173",0,0,91,"63,618","139,988,871"
1368,14027,2014-03-10,09,10,24,28,29,10,12,"313,884,979",3,"7,411,068",49,"89,630","129,519,796"
1367,14028,2014-03-12,03,10,20,25,30,10,12,"323,066,741",1,"10,000,000",38,"156,895","129,511,240"
1366,14029,2014-03-15,03,21,22,23,35,05,09,"302,523,173",6,"6,258,224",87,"51,836","143,829,382"
1365,14030,2014-03-17,03,14,18,29,35,11,12,"299,990,119",3,"7,931,261",20,"356,849","128,331,774"
1364,14031,2014-03-19,06,15,27,32,33,03,04,"298,257,838",2,"7,755,906",151,"20,925","124,711,221"
1363,14032,2014-03-22,02,05,06,09,31,02,09,"313,118,209",1,"10,000,000",41,"141,051","139,487,493"
1362,14033,2014-03-24,01,07,08,28,29,04,08,"313,921,770",2,"8,601,186",121,"30,583","126,213,215"
1361,14034,2014-03-26,03,11,14,27,32,05,07,"294,040,655",6,"6,124,320",143,"23,326","126,684,339"
1360,14035,2014-03-29,09,12,14,28,29,03,10,"291,041,522",3,"7,777,938",71,"87,265","138,292,718"
1359,14036,2014-03-31,01,02,12,17,29,03,08,"293,099,517",3,"8,790,665",33,"177,965","124,665,987"
1358,14037,2014-04-02,03,04,08,19,34,02,04,"294,858,966",2,"8,784,473",45,"128,622","124,476,686"
1357,14038,2014-04-05,07,08,12,20,32,03,05,"290,675,013",3,"7,558,526",46,"105,870","130,841,888"
1356,14039,2014-04-07,02,05,11,15,20,08,11,"316,737,418",0,0,32,"177,295","122,285,750"
1355,14040,2014-04-09,12,15,21,30,33,02,08,"320,311,147",2,"9,249,673",29,"230,190","127,871,621"
1354,14041,2014-04-12,05,07,11,15,18,05,12,"325,477,040",2,"9,657,920",37,"185,177","139,292,056"
1353,14042,2014-04-14,16,21,25,27,35,06,11,"319,726,297",4,"7,374,876",33,"181,982","126,547,122"
1352,14043,2014-04-16,01,11,23,29,30,01,12,"347,321,907",0,0,57,"100,530","126,802,014"
1351,14044,2014-04-19,22,23,25,27,35,03,11,"358,093,528",2,"10,000,000",45,"164,774","136,866,302"
1350,14045,2014-04-21,06,10,12,16,30,02,11,"376,989,546",1,"10,000,000",33,"194,585","124,470,129"
1349,14046,2014-04-23,03,15,18,21,26,01,06,"387,964,150",1,"10,000,000",22,"310,052","127,230,354"
1348,14047,2014-04-26,06,17,18,30,34,06,12,"404,566,567",1,"10,000,000",54,"149,381","139,568,509"
1347,14048,2014-04-28,01,02,05,15,35,01,11,"410,032,886",2,"9,734,953",24,"297,364","132,476,146"
1346,14049,2014-04-30,03,15,17,22,31,03,05,"427,750,617",1,"10,000,000",34,"187,598","129,357,113"
1345,14050,2014-05-03,10,18,27,28,35,01,06,"449,771,795",1,"10,000,000",24,"302,800","143,454,855"
1344,14051,2014-05-05,01,07,11,29,30,03,11,"426,593,556",6,"6,187,200",62,"78,927","141,385,481"
1343,14052,2014-05-07,14,19,21,24,30,02,07,"448,239,242",1,"10,000,000",25,"244,998","148,553,518"
1342,14053,2014-05-10,02,11,17,27,30,03,04,"465,963,587",2,"10,000,000",56,"138,015","163,362,645"
1341,14054,2014-05-12,02,03,20,25,34,01,12,"479,762,955",2,"10,000,000",72,"126,347","150,534,284"
1340,14055,2014-05-14,04,23,26,27,35,10,11,"497,660,787",1,"10,000,000",75,"75,399","151,250,601"
1339,14056,2014-05-17,12,18,28,29,35,07,08,"518,055,775",1,"10,000,000",61,"97,524","170,156,653"
1338,14057,2014-05-19,08,10,20,27,33,01,09,"513,584,094",4,"8,164,774",40,"160,094","158,049,101"
1337,14058,2014-05-21,09,15,22,24,26,02,07,"514,062,616",3,"9,033,010",63,"106,443","156,588,831"
1336,14059,2014-05-24,07,15,17,25,29,04,11,"499,050,363",6,"7,141,398",89,"71,247","172,487,834"
1335,14060,2014-05-26,12,22,29,30,34,05,11,"508,335,617",2,"10,000,000",50,"140,672","155,476,267"
1334,14061,2014-05-28,04,11,17,20,29,06,10,"530,528,894",1,"10,000,000",48,"127,498","157,379,650"
1333,14062,2014-05-31,04,07,17,24,25,02,04,"576,508,734",0,0,48,"197,762","171,910,477"
1332,14063,2014-06-02,11,17,21,23,34,03,04,"603,289,864",1,"10,000,000",28,"279,350","149,422,759"
1331,14064,2014-06-04,08,15,33,34,35,01,08,"605,400,258",3,"9,481,293",168,"36,266","175,438,349"
1330,14065,2014-06-07,07,12,19,31,33,07,12,"593,113,888",5,"7,371,542",54,"129,775","189,856,995"
1329,14066,2014-06-09,08,14,16,20,31,03,11,"609,851,883",2,"10,000,000",34,"199,482","171,159,701"
1328,14067,2014-06-11,03,18,23,24,31,03,07,"642,565,242",1,"10,000,000",27,"341,706","169,829,052"
1327,14068,2014-06-14,05,15,24,29,35,05,06,"648,506,595",3,"10,000,000",91,"79,136","183,812,242"
1326,14069,2014-06-16,16,22,27,29,31,02,09,"658,384,418",2,"10,000,000",26,"228,365","165,688,178"
1325,14070,2014-06-18,01,02,07,10,32,04,12,"669,821,040",2,"10,000,000",57,"119,758","167,714,687"
1324,14071,2014-06-21,04,14,15,22,23,01,07,"696,804,568",1,"10,000,000",43,"221,374","185,954,083"
1323,14072,2014-06-23,17,19,22,24,30,02,09,"727,466,021",1,"10,000,000",27,"331,930","168,821,103"
1322,14073,2014-06-25,04,05,07,13,35,05,06,"729,295,547",3,"9,270,829",121,"54,235","179,054,580"
1321,14074,2014-06-28,06,11,22,27,30,05,11,"750,501,664",2,"10,000,000",104,"81,061","198,134,948"
1320,14075,2014-06-30,05,07,29,32,35,04,10,"729,191,341",7,"6,725,435",55,"118,422","179,024,552"
1319,14076,2014-07-02,05,10,19,31,32,09,10,"760,644,298",1,"10,000,000",81,"92,632","178,230,857"
1318,14077,2014-07-05,09,16,26,31,32,01,05,"765,404,764",3,"9,819,134",55,"167,784","192,620,156"
1317,14078,2014-07-07,10,15,16,22,28,04,05,"778,417,883",3,"10,000,000",73,"119,758","173,079,920"
1316,14079,2014-07-09,09,10,20,31,32,06,10,"783,615,300",3,"10,000,000",64,"134,339","173,530,979"
1315,14080,2014-07-12,17,20,23,25,27,03,10,"792,428,610",3,"10,000,000",49,"204,471","193,958,265"
1314,14081,2014-07-14,03,05,08,10,25,09,12,"830,154,471",0,0,43,"166,437","175,722,160"
1313,14082,2014-07-16,01,08,18,23,25,08,12,"872,216,864",0,0,43,"191,919","181,943,644"
1312,14083,2014-07-19,18,20,24,33,35,05,10,"892,251,472",2,"10,000,000",83,"101,782","203,993,360"
1311,14084,2014-07-21,02,07,09,11,28,05,09,"875,765,643",7,"7,224,209",126,"53,920","181,205,445"
1310,14085,2014-07-23,06,12,13,25,29,11,12,"879,455,090",3,"9,894,855",108,"68,110","178,919,759"
1309,14086,2014-07-26,06,08,27,29,35,03,09,"886,731,623",4,"10,000,000",57,"173,491","201,555,668"
1308,14087,2014-07-28,04,07,31,33,35,09,10,"916,892,029",1,"10,000,000",55,"134,240","174,787,404"
1307,14088,2014-07-30,07,13,20,25,26,08,11,"929,910,085",2,"10,000,000",108,"80,866","183,837,153"
1306,14089,2014-08-02,02,08,12,29,30,07,12,"897,430,770",9,"6,270,293",119,"48,131","206,285,308"
1305,14090,2014-08-04,02,03,20,23,28,06,08,"439,724,222",60,"5,182,460",69,"117,087","176,916,628"
1304,14091,2014-08-06,10,16,18,29,32,02,07,"466,511,258",1,"10,000,000",42,"188,651","171,622,227"
1303,14092,2014-08-09,02,18,27,30,32,05,11,"498,422,452",1,"10,000,000",36,"246,536","185,657,187"
1302,14093,2014-08-11,03,08,30,32,34,09,11,"538,115,272",0,0,63,"128,041","166,087,704"
1301,14094,2014-08-13,13,14,24,25,34,04,07,"510,765,155",8,"6,429,806",136,"34,644","168,617,295"
1300,14095,2014-08-16,06,22,30,31,34,05,06,"508,319,326",4,"8,448,139",44,"154,164","186,569,328"
1299,14096,2014-08-18,03,07,21,23,31,05,10,"476,575,124",8,"6,383,482",99,"62,566","167,970,220"
1298,14097,2014-08-20,03,15,20,21,23,07,09,"508,112,843",1,"10,000,000",33,"267,985","169,611,153"
1297,14098,2014-08-23,16,18,22,25,35,03,10,"529,856,031",2,"10,000,000",45,"211,357","184,527,907"
1296,14099,2014-08-25,15,21,22,23,33,01,07,"541,306,441",3,"10,000,000",52,"171,518","163,978,997"
1295,14100,2014-08-27,02,04,08,12,35,01,07,"559,791,030",2,"10,000,000",40,"223,353","162,499,795"
1294,14101,2014-08-30,09,10,12,17,28,03,11,"595,465,040",0,0,88,"77,272","174,450,095"
1293,14102,2014-09-01,01,07,14,19,20,03,12,"596,966,907",3,"9,256,358",69,"100,215","160,748,402"
1292,14103,2014-09-03,14,20,23,25,26,10,12,"626,567,022",1,"10,000,000",44,"199,664","159,163,558"
1291,14104,2014-09-06,07,13,14,28,32,04,11,"621,617,813",5,"8,234,166",63,"130,673","176,198,779"
1290,14105,2014-09-08,04,10,26,29,32,04,08,"634,577,614",2,"10,000,000",54,"126,768","150,824,984"
1289,14106,2014-09-10,05,09,11,20,22,05,11,"657,364,184",1,"10,000,000",67,"100,367","162,710,870"
1288,14107,2014-09-13,05,13,14,21,34,08,10,"691,019,481",1,"10,000,000",53,"156,845","181,325,383"
1287,14108,2014-09-15,01,02,13,23,35,09,12,"709,422,417",1,"10,000,000",65,"113,416","159,408,053"
1286,14109,2014-09-17,15,18,20,21,23,01,02,"707,079,547",5,"8,560,406",39,"218,698","160,457,788"
1285,14110,2014-09-20,09,18,19,22,24,08,11,"729,018,439",1,"10,000,000",57,"130,823","176,071,215"
1284,14111,2014-09-22,11,16,18,20,29,03,04,"766,059,220",0,0,32,"253,993","159,305,669"
1283,14112,2014-09-24,03,05,14,18,32,02,10,"778,946,120",2,"10,000,000",37,"229,873","161,645,347"
1282,14113,2014-09-27,02,13,17,19,23,01,06,"770,352,154",5,"7,722,784",57,"128,346","177,747,229"
1281,14114,2014-09-29,03,16,24,30,33,05,08,"759,165,112",4,"7,238,221",77,"74,863","162,818,645"
1280,14115,2014-10-01,01,05,26,29,30,02,10,"770,028,734",2,"10,000,000",47,"159,698","149,573,879"
1279,14116,2014-10-04,06,13,15,24,27,04,05,"797,914,592",1,"10,000,000",63,"120,272","165,743,086"
1278,14117,2014-10-06,03,14,17,18,33,06,09,"806,936,584",2,"10,000,000",45,"133,434","158,204,520"
1277,14118,2014-10-08,02,03,23,24,26,05,11,"848,491,203",0,0,33,"244,438","177,771,292"
