,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,红球_1 顺序,红球_2 顺序,红球_3 顺序,红球_4 顺序,红球_5 顺序,奖池奖金,一等奖注数,一等奖奖金,二等奖注数,二等奖奖金,总投注额,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
118,22075,2022-07-04,04,12,13,17,18,07,09,12,13,04,17,18,"831,794,198",2,"10,000,000",107,"96,707","280,513,406",64,12.80,24,2,3,-1,1,1,1,4,-3,5,4,2,2,14,8,0,0,0
119,22074,2022-07-02,02,06,21,25,28,02,06,02,25,28,21,06,"812,683,583",5,"7,510,081",61,"254,763","305,228,062",82,16.40,22,2,3,-1,1,1,3,2,1,5,4,0,0,26,15,2,2,0
120,22073,2022-06-29,11,18,21,25,32,02,04,18,32,21,25,11,"795,817,235",2,"10,000,000",85,"176,730","287,420,936",107,21.40,17,3,2,1,1,0,4,1,3,4,3,0,0,21,7,0,0,1
121,22072,2022-06-27,01,12,13,15,30,03,07,15,30,01,12,13,"754,035,319",2,"9,788,546",66,"218,463","285,522,661",71,14.20,11,3,2,1,1,0,1,4,-3,5,6,1,1,29,15,0,1,1
122,22071,2022-06-25,09,15,19,25,29,08,09,15,19,29,09,25,"722,042,899",65,"5,305,543",348,"32,229","306,432,833",97,19.40,37,5,0,5,4,0,3,2,1,2,2,0,0,20,6,0,0,0
123,22070,2022-06-22,01,07,17,23,35,07,11,17,23,01,07,35,"1,240,666,271",5,"10,000,000",146,"76,452","288,052,831",83,16.60,23,5,0,5,4,0,2,3,-1,4,4,0,0,34,12,1,2,1
124,22069,2022-06-20,02,03,23,28,35,02,09,02,03,28,35,23,"1,252,345,739",2,"10,000,000",79,"150,496","293,067,958",91,18.20,21,3,2,1,1,0,3,2,1,4,6,1,1,33,20,0,2,1
125,22068,2022-06-18,03,06,10,15,23,03,08,10,06,03,23,15,"1,230,825,950",4,"10,000,000",125,"108,789","322,509,914",57,11.40,17,3,2,1,1,1,1,4,-3,4,6,0,0,20,8,0,1,2
126,22067,2022-06-15,04,14,15,32,33,10,11,15,33,14,32,04,"1,213,949,799",9,"8,005,408",185,"65,265","295,204,928",98,19.60,18,2,3,-1,0,1,2,3,-1,4,4,2,2,29,17,0,0,1
127,22066,2022-06-13,02,24,25,26,34,03,12,34,02,25,24,26,"1,257,070,427",2,"10,000,000",75,"192,989","300,292,058",111,22.20,21,1,4,-3,0,2,4,1,3,4,5,2,1,32,22,0,0,0
128,22065,2022-06-11,05,10,13,22,28,01,04,22,13,05,28,10,"1,205,499,301",2,"10,000,000",128,"117,523","322,990,947",78,15.60,18,2,3,-1,0,1,2,3,-1,5,6,0,0,23,9,0,1,0
129,22064,2022-06-08,02,19,22,25,35,05,07,35,25,02,19,22,"1,156,831,125",1,"10,000,000",56,"278,504","302,545,998",103,20.60,23,3,2,1,1,0,4,1,3,3,5,0,0,33,17,2,2,2
130,22063,2022-06-06,02,03,22,26,31,06,10,22,26,02,31,03,"1,094,156,708",2,"10,000,000",49,"325,472","298,558,863",84,16.80,14,2,3,-1,0,1,3,2,1,4,6,1,1,29,19,1,1,0
131,22062,2022-06-04,05,09,11,12,31,07,11,11,05,09,12,31,"1,055,150,108",4,"10,000,000",107,"120,888","317,092,728",68,13.60,18,4,1,3,2,0,1,4,-3,4,6,1,1,26,19,1,1,2
132,22061,2022-06-01,06,09,19,22,30,01,06,30,06,19,09,22,"1,050,658,907",5,"8,933,032",112,"93,357","291,593,427",86,17.20,26,2,3,-1,1,1,3,2,1,4,4,0,0,24,10,0,1,2
133,22060,2022-05-30,02,06,10,11,20,03,09,02,06,10,20,11,"1,073,598,423",2,"10,000,000",134,"98,602","299,617,214",49,9.80,9,1,4,-3,0,2,1,4,-3,4,4,1,1,18,9,0,0,0
134,22059,2022-05-28,04,15,18,32,34,04,09,18,34,04,32,15,"1,042,057,373",5,"10,000,000",59,"273,757","360,168,383",103,20.60,23,1,4,-3,0,2,3,2,1,4,5,0,0,30,14,0,1,2
135,22058,2022-05-25,03,04,24,26,35,07,08,35,03,24,26,04,"1,014,062,807",8,"8,838,497",58,"249,060","315,162,700",92,18.40,22,2,3,-1,0,2,3,2,1,4,6,1,1,32,20,1,1,0
136,22057,2022-05-23,06,12,18,21,35,07,10,18,06,35,12,21,"1,050,548,455",6,"10,000,000",89,"176,774","321,743,486",92,18.40,22,2,3,-1,1,2,3,2,1,5,5,0,0,29,14,0,0,2
137,22056,2022-05-21,02,11,15,17,31,07,09,02,31,11,17,15,"1,056,706,742",0,0,102,"154,372","357,963,502",76,15.20,16,4,1,3,3,0,1,4,-3,4,6,0,0,29,14,0,2,2
138,22055,2022-05-18,01,02,12,15,23,04,06,12,15,02,01,23,"971,105,599",6,"10,000,000",60,"282,372","327,354,148",53,10.60,13,3,2,1,1,1,1,4,-3,4,5,1,1,22,10,0,1,1
139,22054,2022-05-16,05,16,21,23,34,07,10,34,21,23,16,05,"958,213,630",19,"6,015,218",223,"36,289","319,626,218",99,19.80,19,3,2,1,1,0,3,2,1,5,4,0,0,29,11,0,0,2
140,22053,2022-05-14,09,17,19,20,25,01,09,19,25,20,17,09,"1,081,408,713",18,"6,331,450",311,"34,155","344,052,818",90,18.00,30,4,1,3,2,0,3,2,1,4,5,1,1,16,8,0,0,2
141,22052,2022-05-11,01,13,18,29,35,04,09,13,18,01,35,29,"1,198,829,807",7,"9,183,568",55,"250,344","310,675,547",96,19.20,26,4,1,3,2,0,3,2,1,5,5,0,0,34,12,1,1,1
142,22051,2022-05-09,01,16,17,19,33,05,06,17,01,19,33,16,"1,225,933,267",8,"8,087,457",108,"97,034","304,581,312",86,17.20,26,4,1,3,2,0,2,3,-1,5,5,1,1,32,15,0,0,1
143,22050,2022-05-07,02,10,21,24,30,08,10,02,21,10,24,30,"1,265,185,550",4,"10,000,000",78,"214,716","348,959,440",87,17.40,7,1,4,-3,0,2,3,2,1,4,6,0,0,28,11,1,1,1
144,22049,2022-05-04,06,10,20,28,35,01,10,20,28,06,10,35,"1,238,138,014",5,"10,000,000",70,"218,856","301,545,430",99,19.80,19,1,4,-3,0,3,3,2,1,4,6,0,0,29,10,0,1,1
145,22048,2022-05-02,16,22,28,29,32,08,09,29,32,28,22,16,"1,221,336,676",1,"10,000,000",80,"141,701","291,309,246",127,25.40,27,1,4,-3,0,2,4,1,3,4,5,1,1,16,6,0,0,1
146,22047,2022-04-30,07,10,11,12,33,03,11,07,10,33,11,12,"1,179,450,986",4,"10,000,000",72,"207,855","333,697,226",73,14.60,13,3,2,1,0,0,1,4,-3,5,5,2,1,26,21,0,2,2
147,22046,2022-04-27,06,07,12,22,27,03,05,27,22,06,12,07,"1,151,734,276",7,"8,932,034",114,"123,578","319,329,723",74,14.80,24,2,3,-1,0,1,2,3,-1,3,4,1,1,21,10,0,2,1
148,22045,2022-04-25,02,03,07,12,20,01,05,03,12,02,07,20,"1,184,751,389",1,"10,000,000",103,"136,728","322,807,049",44,8.80,14,2,3,-1,1,1,1,4,-3,4,5,1,1,18,8,1,2,2
149,22044,2022-04-23,01,02,16,17,20,03,07,20,02,01,16,17,"1,132,266,362",4,"10,000,000",86,"174,317","351,891,169",56,11.20,16,2,3,-1,0,1,1,4,-3,5,4,2,2,19,14,0,3,3
150,22043,2022-04-20,02,16,17,24,30,09,12,16,24,02,17,30,"1,106,933,108",14,"7,059,578",319,"38,045","322,417,914",89,17.80,19,1,4,-3,0,2,2,3,-1,5,5,1,1,28,14,0,0,1
151,22042,2022-04-18,08,10,11,29,32,02,06,11,10,29,08,32,"1,179,249,861",5,"10,000,000",79,"184,764","323,544,249",90,18.00,20,2,3,-1,1,1,2,3,-1,5,4,1,1,24,18,0,0,1
152,22041,2022-04-16,05,15,25,26,33,06,11,26,33,25,15,05,"1,182,772,176",5,"10,000,000",132,"126,495","353,526,676",104,20.80,24,4,1,3,2,0,3,2,1,3,5,1,1,28,10,2,2,1
153,22040,2022-04-13,10,19,25,29,33,08,12,19,25,33,10,29,"1,179,022,270",10,"7,441,714",187,"67,198","326,654,540",116,23.20,26,4,1,3,3,0,4,1,3,4,5,0,0,23,9,0,0,1
154,22039,2022-04-11,01,08,11,22,31,05,11,31,08,11,01,22,"1,238,597,563",3,"10,000,000",66,"180,645","256,237,338",73,14.60,13,3,2,1,0,0,2,3,-1,3,6,0,0,30,11,1,1,2
155,22038,2022-04-09,07,09,11,12,26,09,12,09,07,12,11,26,"1,218,640,918",17,"6,234,524",147,"69,639","277,396,313",65,13.00,25,3,2,1,2,1,1,4,-3,5,5,1,1,19,14,1,1,0
156,22037,2022-04-06,01,09,17,20,28,06,10,01,20,09,28,17,"1,326,357,582",1,"10,000,000",127,"87,671","255,392,443",75,15.00,25,3,2,1,2,1,2,3,-1,5,2,0,0,27,8,0,0,2
157,22036,2022-04-04,18,19,21,26,34,06,07,19,26,34,21,18,"1,288,426,892",2,"10,000,000",108,"107,106","248,062,195",118,23.60,28,2,3,-1,1,1,5,0,5,5,5,1,1,16,8,0,0,0
158,22035,2022-04-02,09,11,13,23,31,05,08,13,09,11,31,23,"1,262,351,648",3,"10,000,000",148,"76,412","278,506,614",87,17.40,17,5,0,5,4,0,2,3,-1,3,5,0,0,22,10,0,0,3
159,22034,2022-03-30,02,10,24,27,28,06,07,02,24,28,27,10,"1,248,571,195",6,"10,000,000",111,"112,921","276,331,348",91,18.20,21,1,4,-3,0,2,3,2,1,5,6,1,1,26,14,0,0,0
160,22033,2022-03-28,08,15,16,19,33,03,04,33,19,08,15,16,"1,255,163,230",5,"9,798,152",133,"74,353","271,656,444",91,18.20,31,3,2,1,1,0,2,3,-1,5,6,1,1,25,14,0,0,3
161,22032,2022-03-26,05,09,18,31,32,01,05,05,09,32,31,18,"1,270,429,257",0,0,140,"102,698","293,074,610",95,19.00,25,3,2,1,1,0,3,2,1,5,5,1,1,27,13,0,0,0
162,22031,2022-03-23,07,14,16,20,28,04,08,28,20,16,14,07,"1,208,966,802",3,"10,000,000",119,"102,371","275,183,386",85,17.00,25,1,4,-3,0,3,2,3,-1,5,6,0,0,21,8,1,1,3
163,22030,2022-03-21,12,14,15,21,30,01,09,14,12,30,21,15,"1,205,677,593",3,"10,000,000",55,"246,560","264,133,524",92,18.40,12,2,3,-1,1,1,2,3,-1,5,5,1,1,18,9,0,1,1
164,22029,2022-03-19,07,08,10,14,17,10,12,17,10,14,07,08,"1,179,206,274",3,"10,000,000",110,"123,790","287,037,282",56,11.20,26,2,3,-1,0,2,0,5,-5,4,4,1,1,10,4,0,1,3
165,22028,2022-03-16,04,09,16,17,35,01,07,04,16,17,35,09,"1,160,852,484",5,"10,000,000",227,"44,819","271,216,347",81,16.20,31,3,2,1,1,0,1,4,-3,5,6,1,1,31,18,0,0,1
166,22027,2022-03-14,03,06,11,31,32,05,12,11,32,03,31,06,"1,172,229,997",7,"9,789,035",67,"183,847","272,660,463",83,16.60,13,3,2,1,1,0,2,3,-1,4,6,1,1,29,20,0,1,0
167,22026,2022-03-12,11,14,22,23,27,08,10,14,22,11,27,23,"1,190,311,490",4,"10,000,000",80,"152,456","302,400,234",97,19.40,17,3,2,1,1,1,3,2,1,5,6,1,1,16,8,1,1,1
168,22025,2022-03-09,04,07,22,24,29,01,07,24,29,22,07,04,"1,186,204,971",2,"10,000,000",79,"197,731","287,810,009",86,17.20,26,2,3,-1,0,1,3,2,1,4,6,0,0,25,15,0,0,1
169,22024,2022-03-07,01,02,11,30,35,01,12,11,02,35,30,01,"1,140,166,346",1,"10,000,000",113,"119,578","282,564,402",79,15.80,9,3,2,1,0,0,2,3,-1,4,6,1,1,34,19,0,0,0
170,22023,2022-03-05,04,05,18,20,25,11,12,05,25,18,04,20,"1,092,622,293",9,"8,399,145",161,"72,789","308,200,898",72,14.40,22,2,3,-1,0,1,3,2,1,4,6,1,1,21,13,1,1,2
171,22022,2022-03-02,01,05,14,17,28,06,07,01,17,14,28,05,"1,125,444,965",4,"10,000,000",91,"128,259","290,445,482",65,13.00,25,3,2,1,1,0,1,4,-3,5,6,0,0,27,11,0,0,2
172,22021,2022-02-28,11,15,16,18,35,06,09,18,15,35,11,16,"1,125,876,146",4,"10,000,000",67,"199,693","281,794,671",95,19.00,25,3,2,1,1,1,2,3,-1,4,6,1,1,24,17,1,2,3
173,22020,2022-02-26,16,17,30,31,35,08,09,35,16,30,31,17,"1,103,146,928",3,"10,000,000",65,"216,655","302,088,019",129,25.80,19,3,2,1,1,0,3,2,1,5,4,2,2,19,13,0,1,1
174,22019,2022-02-23,01,04,07,17,21,01,02,21,01,07,04,17,"1,075,854,771",8,"9,950,822",131,"112,629","287,443,310",50,10.00,20,4,1,3,2,0,1,4,-3,3,5,0,0,20,10,0,1,1
175,22018,2022-02-21,16,21,29,31,34,06,09,34,29,21,16,31,"1,095,457,117",8,"7,631,726",101,"99,916","272,144,024",131,26.20,21,3,2,1,2,0,4,1,3,4,4,0,0,18,8,0,0,0
176,22017,2022-02-19,10,14,18,23,25,07,11,18,14,25,10,23,"1,134,950,928",5,"10,000,000",74,"187,025","295,313,318",90,18.00,20,2,3,-1,1,2,3,2,1,5,5,0,0,15,5,0,0,2
177,22016,2022-02-16,01,07,17,26,32,01,09,01,26,07,32,17,"1,140,211,945",2,"10,000,000",74,"195,233","285,216,427",83,16.60,23,3,2,1,2,1,2,3,-1,4,4,0,0,31,10,1,1,2
178,22015,2022-02-14,01,02,08,12,30,05,12,08,12,01,02,30,"1,101,484,790",14,"6,507,822",105,"112,380","274,855,255",53,10.60,13,1,4,-3,0,3,1,4,-3,4,6,1,1,29,18,1,1,1
179,22014,2022-02-12,01,04,10,18,32,01,09,01,10,04,18,32,"1,196,232,917",3,"10,000,000",83,"200,691","297,471,147",65,13.00,15,1,4,-3,0,3,2,3,-1,5,5,0,0,31,14,1,2,1
180,22013,2022-02-09,04,09,16,25,32,05,06,25,32,16,09,04,"1,165,497,779",11,"7,485,048",325,"41,233","328,606,125",86,17.20,26,2,3,-1,0,0,2,3,-1,5,4,0,0,28,9,0,0,3
181,22012,2022-01-26,03,05,10,33,34,07,10,10,05,34,33,03,"1,225,396,765",6,"10,000,000",86,"201,685","327,170,573",85,17.00,15,3,2,1,1,0,2,3,-1,4,6,1,1,31,23,2,2,1
182,22011,2022-01-24,03,05,17,24,32,05,12,24,03,05,32,17,"1,215,311,647",5,"10,000,000",176,"54,260","288,813,273",81,16.20,21,3,2,1,2,1,2,3,-1,5,6,0,0,29,12,0,0,4
183,22010,2022-01-22,04,19,25,31,35,02,11,25,19,04,35,31,"1,227,756,664",2,"10,000,000",65,"230,571","305,997,751",114,22.80,24,4,1,3,3,0,4,1,3,4,5,0,0,31,15,1,1,1
184,22009,2022-01-19,13,14,18,31,33,07,10,31,18,14,33,13,"1,189,540,601",6,"9,417,131",82,"169,967","295,315,583",109,21.80,19,3,2,1,1,1,3,2,1,4,6,1,1,20,13,0,2,2
185,22008,2022-01-17,01,02,13,18,34,06,07,01,02,13,18,34,"1,212,783,541",1,"10,000,000",116,"111,356","288,005,510",68,13.60,18,2,3,-1,0,1,2,3,-1,5,5,1,1,33,16,0,0,1
186,22007,2022-01-15,05,22,23,25,35,03,11,05,35,25,23,22,"1,166,246,610",3,"10,000,000",81,"193,366","314,958,868",110,22.00,20,4,1,3,2,0,4,1,3,3,6,1,1,30,17,0,1,0
187,22006,2022-01-12,01,05,07,17,20,05,12,07,05,20,01,17,"1,126,455,275",2,"10,000,000",89,"157,904","292,369,845",50,10.00,20,4,1,3,3,0,1,4,-3,4,6,0,0,19,10,0,1,2
188,22005,2022-01-10,02,13,17,19,34,05,09,17,13,19,34,02,"1,082,745,176",16,"6,275,185",142,"57,227","290,292,047",85,17.00,25,3,2,1,2,0,2,3,-1,5,4,0,0,32,15,0,0,2
189,22004,2022-01-08,07,20,27,30,33,03,04,33,30,07,27,20,"1,161,605,667",2,"10,000,000",73,"220,180","318,985,651",117,23.40,17,3,2,1,0,0,4,1,3,3,4,0,0,26,13,0,0,1
190,22003,2022-01-05,02,18,24,25,34,08,12,34,02,24,25,18,"1,117,630,716",5,"10,000,000",99,"138,844","293,411,992",103,20.60,23,1,4,-3,0,2,4,1,3,4,5,1,1,32,16,0,1,1
191,22002,2022-01-03,04,06,07,09,24,04,12,09,04,24,06,07,"1,108,263,191",5,"9,208,823",120,"98,863","293,300,380",50,10.00,30,2,3,-1,1,1,1,4,-3,4,4,1,1,20,15,0,0,2
192,22001,2022-01-01,08,11,19,22,29,03,11,19,29,08,11,22,"1,129,936,273",11,"7,127,420",283,"38,595","323,959,870",89,17.80,29,3,2,1,1,0,3,2,1,4,4,0,0,21,8,0,1,2
193,21150,2021-12-29,04,10,11,23,26,07,10,04,11,26,10,23,"1,187,065,938",5,"10,000,000",124,"97,499","297,315,273",74,14.80,14,2,3,-1,1,1,2,3,-1,5,6,1,1,22,12,0,1,0
194,21149,2021-12-27,20,26,28,30,35,10,11,20,30,35,26,28,"1,187,821,356",1,"10,000,000",71,"211,096","288,342,246",139,27.80,19,1,4,-3,0,3,5,0,5,4,5,0,0,15,6,0,0,2
195,21148,2021-12-25,01,04,12,16,29,04,08,01,16,04,29,12,"1,140,109,035",6,"10,000,000",169,"87,286","309,690,271",62,12.40,22,2,3,-1,0,2,1,4,-3,5,6,0,0,28,13,1,2,1
196,21147,2021-12-22,01,02,08,12,26,01,07,08,26,01,12,02,"1,156,628,877",4,"10,000,000",87,"174,581","294,787,629",49,9.80,19,1,4,-3,0,3,1,4,-3,4,6,1,1,25,14,1,1,1
197,21146,2021-12-20,03,05,08,18,20,09,11,20,18,08,05,03,"1,139,389,367",7,"9,538,231",177,"66,819","293,542,849",54,10.80,24,2,3,-1,1,2,2,3,-1,4,4,0,0,17,10,1,2,0
198,21145,2021-12-18,03,08,25,29,30,01,06,29,08,25,03,30,"1,160,533,246",5,"10,000,000",126,"135,901","320,066,364",95,19.00,25,3,2,1,1,0,3,2,1,5,4,1,1,27,17,2,3,1
199,21144,2021-12-15,03,20,25,30,34,02,09,25,03,34,20,30,"1,153,487,670",2,"10,000,000",53,"346,332","307,637,069",112,22.40,12,2,3,-1,0,1,4,1,3,4,5,0,0,31,17,1,1,2
200,21143,2021-12-13,09,17,19,29,34,04,11,34,09,19,29,17,"1,104,620,668",11,"7,088,508",114,"81,540","295,955,136",108,21.60,38,4,1,3,3,0,3,2,1,3,5,0,0,25,10,0,2,0
201,21142,2021-12-11,11,13,17,19,25,02,09,11,19,17,25,13,"1,152,884,153",6,"10,000,000",99,"143,032","321,224,093",85,17.00,25,5,0,5,4,0,2,3,-1,5,2,0,0,14,6,0,0,1
202,21141,2021-12-08,02,08,16,29,34,05,12,08,02,34,16,29,"1,157,697,511",3,"10,000,000",165,"80,804","303,700,722",89,17.80,29,1,4,-3,0,2,2,3,-1,5,6,0,0,32,13,0,0,1
203,21140,2021-12-06,05,24,26,33,35,09,12,35,33,05,24,26,"1,116,819,863",2,"10,000,000",117,"101,414","305,536,538",123,24.60,23,3,2,1,1,1,4,1,3,4,4,0,0,30,19,1,1,3
204,21139,2021-12-04,05,13,18,23,34,08,09,18,34,23,13,05,"1,083,766,581",29,"5,837,260",230,"51,125","328,551,201",93,18.60,23,3,2,1,1,0,3,2,1,4,5,0,0,29,11,0,0,1
205,21138,2021-12-01,09,11,12,15,31,05,11,09,11,15,31,12,"1,273,167,983",4,"10,000,000",79,"182,720","303,548,798",78,15.60,18,4,1,3,2,0,1,4,-3,4,5,1,1,22,16,0,0,2
206,21137,2021-11-29,02,07,13,14,19,04,05,02,13,19,07,14,"1,263,704,189",7,"8,951,971",85,"159,214","302,260,255",55,11.00,25,3,2,1,1,0,1,4,-3,5,3,1,1,17,6,0,1,2
207,21136,2021-11-27,08,12,19,27,33,02,05,27,33,19,08,12,"1,292,130,529",2,"10,000,000",203,"60,673","327,765,275",99,19.80,29,3,2,1,2,1,3,2,1,5,6,0,0,25,8,0,0,1
208,21135,2021-11-24,04,07,17,29,31,05,06,17,31,04,29,07,"1,262,006,661",4,"10,000,000",79,"181,363","314,847,908",88,17.60,28,4,1,3,3,0,2,3,-1,4,6,0,0,27,12,0,0,2
209,21134,2021-11-22,02,06,14,19,28,01,06,02,19,28,06,14,"1,248,689,539",4,"10,000,000",57,"269,935","308,110,428",69,13.80,29,1,4,-3,0,2,2,3,-1,5,6,0,0,26,9,1,1,0
210,21133,2021-11-20,08,09,17,26,28,06,08,26,09,28,08,17,"1,243,590,907",13,"6,695,515",204,"53,534","327,493,668",88,17.60,38,2,3,-1,1,1,2,3,-1,4,5,1,1,20,9,0,1,1
211,21132,2021-11-17,04,21,28,29,33,03,11,33,28,21,04,29,"1,318,930,416",10,"7,538,023",149,"73,186","297,729,643",115,23.00,25,3,2,1,1,0,4,1,3,5,6,1,1,29,17,0,0,1
212,21131,2021-11-15,06,08,16,34,35,05,06,16,35,34,06,08,"1,360,443,412",2,"10,000,000",69,"218,787","296,451,386",99,19.80,29,1,4,-3,0,3,2,3,-1,4,6,1,1,29,18,0,0,0
213,21130,2021-11-13,02,03,14,27,28,05,10,28,02,14,03,27,"1,329,267,789",14,"7,136,788",140,"107,638","317,382,301",74,14.80,24,2,3,-1,0,0,2,3,-1,5,4,2,2,26,13,1,1,1
214,21129,2021-11-10,02,16,17,18,34,04,10,18,34,02,16,17,"1,403,814,395",0,0,63,"211,783","294,268,030",87,17.40,27,1,4,-3,0,2,2,3,-1,5,4,2,1,32,16,0,2,3
215,21128,2021-11-08,14,17,18,23,27,05,08,18,27,17,14,23,"1,337,287,551",9,"7,655,899",128,"74,441","282,038,607",99,19.80,29,3,2,1,1,0,3,2,1,4,4,1,1,13,5,0,1,3
216,21127,2021-11-06,01,02,15,17,26,02,11,02,26,17,15,01,"1,374,522,134",3,"10,000,000",64,"224,471","305,525,077",61,12.20,21,3,2,1,1,0,1,4,-3,5,6,1,1,25,13,1,1,1
217,21126,2021-11-03,01,11,12,34,35,09,12,01,11,12,34,35,"1,337,033,732",2,"10,000,000",119,"125,662","289,363,128",93,18.60,13,3,2,1,1,1,2,3,-1,4,4,2,2,34,22,0,0,0
218,21125,2021-11-01,17,19,21,27,31,04,09,21,19,17,31,27,"1,288,689,190",1,"10,000,000",103,"131,680","285,946,298",115,23.00,25,5,0,5,4,0,4,1,3,3,3,0,0,14,6,0,1,1
219,21124,2021-10-30,10,17,22,25,35,07,09,17,35,25,22,10,"1,239,396,849",3,"10,000,000",83,"172,900","314,165,395",109,21.80,19,3,2,1,1,0,3,2,1,4,6,0,0,25,10,0,0,2
220,21123,2021-10-27,08,23,26,27,33,08,09,26,27,08,33,23,"1,210,823,710",3,"10,000,000",63,"213,247","296,213,304",117,23.40,27,3,2,1,1,0,4,1,3,4,6,1,1,25,15,2,2,2
221,21122,2021-10-25,14,15,26,27,29,04,05,27,15,26,29,14,"1,186,675,748",2,"10,000,000",105,"120,192","294,005,109",111,22.20,31,3,2,1,1,0,3,2,1,5,4,2,2,15,11,1,2,2
222,21121,2021-10-23,02,15,19,29,30,02,09,30,02,29,15,19,"1,146,249,376",3,"10,000,000",115,"127,063","313,275,937",95,19.00,25,3,2,1,2,0,3,2,1,4,6,1,1,28,13,0,0,1
223,21120,2021-10-20,05,10,21,25,31,05,11,05,21,10,31,25,"1,120,909,519",10,"8,314,748",104,"131,354","285,711,031",92,18.40,12,4,1,3,2,0,3,2,1,3,6,0,0,26,11,0,0,2
224,21119,2021-10-18,01,02,09,16,30,09,10,09,30,16,01,02,"1,157,376,912",4,"10,000,000",141,"84,057","290,165,267",58,11.60,18,2,3,-1,0,1,1,4,-3,5,4,1,1,29,14,0,0,1
225,21118,2021-10-16,14,17,18,28,34,02,03,34,28,14,17,18,"1,146,057,646",4,"10,000,000",98,"148,407","302,397,723",111,22.20,31,1,4,-3,0,2,3,2,1,3,6,1,1,20,10,0,1,2
226,21117,2021-10-13,11,18,21,22,33,05,06,21,33,11,18,22,"1,124,390,425",8,"8,355,835",169,"61,934","279,505,700",105,21.00,15,3,2,1,0,0,4,1,3,4,5,1,1,22,11,0,0,0
227,21116,2021-10-11,04,25,28,29,35,03,11,25,35,28,04,29,"1,151,852,870",2,"10,000,000",73,"190,970","279,695,241",121,24.20,31,3,2,1,1,0,4,1,3,4,6,1,1,31,21,0,1,1
228,21115,2021-10-09,08,13,19,20,29,06,10,13,29,20,08,19,"1,111,593,016",2,"10,000,000",114,"112,841","299,770,302",89,17.80,29,3,2,1,1,0,3,2,1,4,6,1,1,21,9,1,3,2
229,21114,2021-10-06,08,09,13,29,30,01,11,09,08,29,13,30,"1,081,182,210",1,"10,000,000",110,"108,970","283,727,610",89,17.80,29,3,2,1,2,0,2,3,-1,4,4,2,2,22,16,0,0,1
230,21113,2021-09-29,17,18,25,27,28,04,08,25,17,18,28,27,"1,035,393,331",6,"9,008,492",139,"84,274","283,440,028",115,23.00,35,3,2,1,1,0,4,1,3,3,4,2,2,11,7,0,1,1
231,21112,2021-09-27,18,21,22,23,35,11,12,22,23,18,35,21,"1,058,537,381",1,"10,000,000",61,"283,977","283,298,709",119,23.80,19,3,2,1,1,0,5,0,5,5,5,2,1,17,12,0,0,1
232,21111,2021-09-25,07,08,15,19,28,08,09,08,19,28,15,07,"995,038,783",12,"7,142,456",232,"45,015","305,345,840",77,15.40,37,3,2,1,1,0,2,3,-1,4,6,1,1,21,9,0,0,2
233,21110,2021-09-22,11,14,29,31,32,11,12,11,29,31,32,14,"1,046,721,834",6,"9,131,551",75,"189,758","276,544,919",117,23.40,17,3,2,1,1,0,3,2,1,4,4,1,1,21,15,0,1,1
234,21109,2021-09-20,03,04,07,27,31,06,09,07,27,04,31,03,"1,073,585,145",4,"10,000,000",83,"121,850","265,547,489",72,14.40,22,4,1,3,2,0,2,3,-1,4,4,1,1,28,20,0,0,2
235,21108,2021-09-18,05,19,22,26,35,02,06,26,35,19,05,22,"1,069,829,501",8,"8,614,284",69,"198,372","303,354,020",107,21.40,27,3,2,1,1,1,4,1,3,4,6,0,0,30,14,0,1,2
236,21107,2021-09-15,03,05,13,20,25,07,11,13,05,20,25,03,"1,105,541,509",9,"7,946,101",70,"199,664","281,751,709",66,13.20,16,4,1,3,2,0,2,3,-1,3,6,0,0,22,8,0,1,2
237,21106,2021-09-13,02,13,14,32,34,02,12,32,34,14,02,13,"1,149,093,888",0,0,97,"149,583","276,794,901",95,19.00,15,1,4,-3,0,2,2,3,-1,3,6,1,1,32,18,0,0,0
238,21105,2021-09-11,07,10,11,17,18,04,09,17,07,10,18,11,"1,087,468,357",4,"10,000,000",117,"89,835","304,015,740",63,12.60,23,3,2,1,1,0,1,4,-3,4,4,2,2,11,6,0,0,0
239,21104,2021-09-08,23,25,26,30,33,03,11,26,23,25,30,33,"1,086,226,837",2,"10,000,000",71,"228,429","286,479,253",137,27.40,17,3,2,1,1,1,5,0,5,4,4,1,1,10,4,1,2,1
240,21103,2021-09-06,04,10,23,30,31,05,11,23,30,04,31,10,"1,037,062,397",1,"10,000,000",61,"232,323","282,429,778",98,19.60,8,2,3,-1,0,1,3,2,1,4,6,1,1,27,13,0,1,1
241,21102,2021-09-04,02,08,11,16,23,02,07,16,02,11,08,23,"982,320,279",13,"7,523,067",117,"111,145","305,869,819",60,12.00,20,2,3,-1,0,1,1,4,-3,5,6,0,0,21,7,0,0,0
242,21101,2021-09-01,13,18,19,27,32,06,11,19,13,18,32,27,"1,043,300,674",6,"9,675,934",101,"105,827","281,242,026",109,21.80,29,3,2,1,1,0,4,1,3,5,4,1,1,19,8,0,0,1
