,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球_1,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
1762,15018,06,09,12,14,28,29,09,98,16.33,38,2,4,-2,0,2,2,4,-2,5,9,1,1,23,14,0,0,3
1763,15019,02,06,11,19,25,26,04,89,14.83,29,3,3,0,2,1,3,3,0,5,10,1,1,24,8,0,1,1
1764,15020,01,04,07,19,22,23,04,76,12.67,26,4,2,2,1,0,3,3,0,6,6,1,1,22,12,1,1,2
1765,15021,14,15,16,17,27,28,08,117,19.50,37,3,3,0,1,0,3,3,0,5,3,4,2,14,10,0,0,0
1766,15022,04,07,10,16,23,25,10,85,14.17,25,3,3,0,1,1,2,4,-2,6,7,0,0,21,7,0,1,1
1767,15023,08,09,10,13,29,30,01,99,16.50,29,3,3,0,1,0,2,4,-2,4,6,3,2,22,16,1,1,2
1768,15024,09,11,16,18,23,24,10,101,16.83,31,3,3,0,1,1,3,3,0,6,6,1,1,15,5,0,1,2
1769,15025,10,11,12,15,27,32,14,107,17.83,17,3,3,0,1,0,2,4,-2,5,7,2,1,22,12,1,1,3
1770,15026,02,13,17,21,22,33,13,108,18.00,18,4,2,2,2,0,4,2,2,4,7,1,1,31,11,0,0,2
1771,15027,05,07,09,16,26,29,07,92,15.33,42,4,2,2,2,1,2,4,-2,4,9,0,0,24,10,0,0,1
1772,15028,04,07,10,26,27,28,14,102,17.00,32,2,4,-2,0,1,3,3,0,5,8,2,1,24,16,1,2,4
1773,15029,07,14,15,19,21,28,07,104,17.33,34,4,2,2,2,0,3,3,0,6,7,1,1,21,7,1,2,1
1774,15030,08,11,14,15,16,26,07,90,15.00,30,2,4,-2,0,1,1,5,-4,5,8,2,1,18,10,0,2,4
1775,15031,01,05,07,22,26,32,11,93,15.50,23,3,3,0,2,2,3,3,0,5,6,0,0,31,15,0,1,1
1776,15032,11,14,16,18,29,32,16,120,20.00,30,2,4,-2,0,2,3,3,0,6,7,0,0,21,11,1,1,0
1777,15033,03,06,21,29,31,32,05,122,20.33,22,4,2,2,2,0,4,2,2,5,8,1,1,29,15,1,2,1
1778,15034,12,13,17,18,20,27,13,107,17.83,27,3,3,0,1,1,4,2,2,5,7,2,2,15,7,0,0,1
1779,15035,01,08,09,22,24,33,03,97,16.17,27,3,3,0,0,1,3,3,0,6,10,1,1,32,13,0,0,0
1780,15036,04,06,16,17,26,33,03,102,17.00,32,2,4,-2,0,2,3,3,0,4,9,1,1,29,10,1,1,0
1781,15037,05,07,12,18,28,31,03,101,16.83,31,3,3,0,1,2,3,3,0,5,9,0,0,26,10,0,0,3
1782,15038,05,06,11,12,14,33,14,81,13.50,21,3,3,0,0,1,1,5,-4,6,8,2,2,28,19,1,2,2
1783,15039,01,13,15,26,29,30,12,114,19.00,24,4,2,2,2,0,3,3,0,6,9,1,1,29,12,0,0,2
1784,15040,13,16,18,27,30,32,16,136,22.67,26,2,4,-2,0,2,4,2,2,6,5,0,0,19,9,0,2,3
1785,15041,04,09,11,17,21,25,06,87,14.50,27,5,1,4,4,0,3,3,0,5,8,0,0,21,6,0,0,1
1786,15042,09,10,19,21,23,32,08,114,19.00,24,4,2,2,2,0,4,2,2,5,6,1,1,23,9,0,2,1
1787,15043,11,12,15,24,26,27,15,115,19.17,25,3,3,0,0,1,3,3,0,6,6,2,2,16,9,0,0,2
1788,15044,02,03,04,13,14,16,02,52,8.67,22,2,4,-2,0,1,0,6,-6,4,4,3,2,14,9,0,0,3
1789,15045,01,05,13,22,30,31,07,102,17.00,12,4,2,2,2,1,3,3,0,5,7,1,1,30,9,0,1,3
1790,15046,05,07,10,14,23,31,01,90,15.00,20,4,2,2,2,1,2,4,-2,6,9,0,0,26,9,1,2,3
1791,15047,02,03,20,24,26,27,09,102,17.00,22,2,4,-2,0,2,4,2,2,6,8,2,2,25,17,0,0,1
1792,15048,13,16,17,22,25,27,10,120,20.00,30,4,2,2,1,0,4,2,2,5,7,1,1,14,5,1,1,2
1793,15049,07,12,14,17,20,23,05,93,15.50,23,3,3,0,0,1,3,3,0,5,6,0,0,16,5,0,1,4
1794,15050,03,09,12,16,17,31,04,88,14.67,28,4,2,2,2,1,2,4,-2,6,9,1,1,28,14,0,2,1
1795,15051,04,10,24,26,28,32,09,124,20.67,24,0,6,-6,0,5,4,2,2,5,6,0,0,28,14,0,0,3
1796,15052,02,04,11,16,25,26,12,84,14.00,24,2,4,-2,0,1,2,4,-2,5,8,1,1,24,9,0,2,2
1797,15053,03,07,17,22,32,33,10,114,19.00,24,4,2,2,2,1,4,2,2,3,8,1,1,30,10,0,0,2
1798,15054,01,02,07,10,22,26,07,68,11.33,18,2,4,-2,0,2,2,4,-2,5,10,1,1,25,12,0,2,1
1799,15055,01,10,15,18,19,28,02,91,15.17,31,3,3,0,0,0,3,3,0,5,7,1,1,27,9,1,2,1
1800,15056,01,07,08,16,18,20,14,70,11.67,30,2,4,-2,1,3,2,4,-2,5,9,1,1,19,8,1,2,3
1801,15057,09,20,24,25,26,32,04,136,22.67,26,2,4,-2,0,2,5,1,4,6,8,2,1,23,11,0,1,1
1802,15058,02,09,10,18,19,20,15,78,13.00,28,2,4,-2,0,1,3,3,0,4,5,3,2,18,8,0,2,2
1803,15059,02,06,09,16,25,32,14,90,15.00,30,2,4,-2,0,1,2,4,-2,4,6,0,0,30,9,1,2,1
1804,15060,01,03,18,27,31,32,13,112,18.67,22,4,2,2,2,0,4,2,2,5,10,1,1,31,15,1,1,3
1805,15061,06,18,22,26,32,33,04,137,22.83,27,1,5,-4,0,4,5,1,4,4,9,1,1,27,12,0,2,3
1806,15062,09,14,15,18,21,26,16,103,17.17,33,3,3,0,0,0,3,3,0,6,6,1,1,17,5,0,2,1
1807,15063,01,07,09,16,22,32,12,87,14.50,27,3,3,0,2,2,2,4,-2,5,8,0,0,31,10,0,1,2
1808,15064,11,12,14,17,23,27,01,104,17.33,24,4,2,2,2,1,3,3,0,5,8,1,1,16,6,0,0,2
1809,15065,08,10,14,19,26,29,12,106,17.67,36,2,4,-2,0,2,3,3,0,5,10,0,0,21,7,1,1,2
1810,15066,05,08,11,17,24,28,16,93,15.50,33,3,3,0,1,1,3,3,0,5,8,0,0,23,7,0,1,2
1811,15067,02,05,08,24,25,31,14,95,15.83,25,3,3,0,1,1,3,3,0,5,7,1,1,29,16,0,3,1
1812,15068,06,15,18,21,26,27,10,113,18.83,33,3,3,0,0,0,4,2,2,5,6,1,1,21,9,0,0,2
1813,15069,01,13,17,18,23,30,15,102,17.00,22,4,2,2,2,0,4,2,2,5,7,1,1,29,12,0,1,1
1814,15070,01,07,13,19,21,29,15,90,15.00,30,6,0,6,5,0,3,3,0,4,6,0,0,28,8,1,2,2
1815,15071,08,18,20,28,29,31,08,134,22.33,34,2,4,-2,1,3,5,1,4,4,7,1,1,23,10,0,1,4
1816,15072,01,03,05,20,21,31,05,81,13.50,11,5,1,4,3,0,3,3,0,4,9,1,1,30,15,1,2,1
1817,15073,01,02,17,22,26,27,04,95,15.83,25,3,3,0,0,1,4,2,2,4,7,2,2,26,15,1,1,2
1818,15074,04,07,21,25,26,29,08,112,18.67,32,4,2,2,2,0,4,2,2,6,7,1,1,25,14,1,1,3
1819,15075,06,11,13,19,21,32,04,102,17.00,22,4,2,2,3,0,3,3,0,5,7,0,0,26,11,0,1,1
1820,15076,01,09,10,19,23,27,09,89,14.83,29,5,1,4,3,0,3,3,0,5,6,1,1,26,9,1,1,1
1821,15077,01,06,08,10,13,27,16,65,10.83,25,3,3,0,1,2,1,5,-4,6,7,0,0,26,14,2,3,2
1822,15078,03,07,20,22,26,29,02,107,17.83,27,3,3,0,1,2,4,2,2,6,8,0,0,26,13,0,0,2
1823,15079,09,14,15,20,26,32,11,116,19.33,26,2,4,-2,0,2,3,3,0,6,3,1,1,23,6,1,2,0
1824,15080,14,17,25,27,28,30,02,141,23.50,31,3,3,0,2,1,5,1,4,5,5,1,1,16,8,0,1,3
1825,15081,13,20,22,26,28,31,13,140,23.33,20,2,4,-2,0,3,5,1,4,6,7,0,0,18,7,1,1,4
1826,15082,02,08,09,14,28,30,07,91,15.17,31,1,5,-4,0,3,2,4,-2,5,9,1,1,28,14,1,1,2
1827,15083,06,07,16,18,29,32,05,108,18.00,38,2,4,-2,0,1,3,3,0,5,9,1,1,26,11,0,0,2
1828,15084,15,18,20,22,28,29,15,132,22.00,32,2,4,-2,0,3,5,1,4,5,8,1,1,14,6,0,2,2
1829,15085,02,08,25,27,28,29,05,119,19.83,39,3,3,0,1,1,4,2,2,5,8,2,1,27,17,2,2,3
1830,15086,05,06,08,16,18,22,12,75,12.50,35,1,5,-4,0,4,2,4,-2,4,8,1,1,17,8,0,1,0
1831,15087,09,15,16,19,20,28,11,107,17.83,37,3,3,0,1,1,3,3,0,5,8,2,2,19,8,0,1,3
1832,15088,02,12,20,24,29,31,09,118,19.67,18,2,4,-2,1,3,4,2,2,5,10,0,0,29,10,0,1,2
1833,15089,12,14,19,27,28,29,01,129,21.50,39,3,3,0,1,1,4,2,2,5,7,2,1,17,8,0,2,2
1834,15090,10,12,14,22,25,33,15,116,19.33,16,2,4,-2,1,3,3,3,0,5,7,0,0,23,8,0,2,0
1835,15091,05,07,17,19,22,31,11,101,16.83,31,5,1,4,3,0,4,2,2,5,6,0,0,26,10,0,1,0
1836,15092,09,15,19,21,26,27,01,117,19.50,37,5,1,4,3,0,4,2,2,5,7,1,1,18,6,0,1,1
1837,15093,01,03,13,21,25,31,08,94,15.67,14,6,0,6,5,0,3,3,0,3,7,0,0,30,10,1,1,1
1838,15094,01,04,06,13,16,17,10,57,9.50,27,3,3,0,0,1,1,5,-4,5,8,1,1,16,7,1,2,1
1839,15095,04,15,21,28,30,31,04,129,21.50,19,3,3,0,1,1,4,2,2,5,10,1,1,27,11,0,1,1
1840,15096,06,16,17,23,24,31,07,117,19.50,27,3,3,0,1,1,4,2,2,5,6,2,2,25,10,1,1,2
1841,15097,09,12,14,20,26,27,04,108,18.00,28,2,4,-2,0,3,3,3,0,6,9,1,1,18,6,0,0,0
1842,15098,06,09,13,26,27,33,01,114,19.00,34,4,2,2,2,0,3,3,0,4,8,1,1,27,13,0,3,3
1843,15099,06,07,10,11,14,22,09,70,11.67,20,2,4,-2,0,1,1,5,-4,6,5,2,2,16,8,1,1,3
1844,15100,02,03,11,17,19,21,08,73,12.17,23,5,1,4,4,0,3,3,0,5,8,1,1,19,8,0,1,2
1845,15101,08,16,22,24,28,29,05,127,21.17,37,1,5,-4,0,4,4,2,2,5,8,1,1,21,8,0,0,2
1846,15102,07,09,12,14,21,23,06,86,14.33,26,4,2,2,2,1,2,4,-2,6,4,0,0,16,7,0,0,4
1847,15103,06,08,13,26,30,32,14,115,19.17,25,1,5,-4,0,3,3,3,0,5,8,0,0,26,13,0,0,3
1848,15104,09,18,21,23,25,26,01,122,20.33,32,4,2,2,2,0,5,1,4,6,7,1,1,17,9,0,1,2
1849,15105,09,10,16,19,20,26,12,100,16.67,30,2,4,-2,0,2,3,3,0,3,5,2,2,17,6,2,2,4
1850,15106,01,03,04,23,31,32,13,94,15.67,14,4,2,2,2,0,3,3,0,4,8,2,2,31,19,0,0,0
1851,15107,07,14,16,18,21,25,08,101,16.83,31,3,3,0,1,2,3,3,0,6,4,0,0,18,7,0,0,0
1852,15108,02,12,19,22,24,27,15,106,17.67,26,2,4,-2,0,2,4,2,2,4,7,0,0,25,10,0,0,3
1853,15109,01,08,09,16,32,33,13,99,16.50,29,3,3,0,0,1,2,4,-2,6,6,2,2,32,16,0,0,1
1854,15110,05,07,16,17,22,23,04,90,15.00,30,4,2,2,1,0,3,3,0,5,8,2,2,18,9,0,1,2
1855,15111,08,14,16,18,20,30,12,106,17.67,26,0,6,-6,0,5,3,3,0,4,4,0,0,22,10,1,1,3
1856,15112,01,03,10,19,20,27,11,80,13.33,20,4,2,2,1,0,3,3,0,5,7,1,1,26,9,1,1,1
1857,15113,01,05,07,08,19,27,12,67,11.17,37,5,1,4,3,0,2,4,-2,5,10,1,1,26,11,2,3,1
1858,15114,04,07,09,13,21,26,01,80,13.33,30,4,2,2,3,0,2,4,-2,6,8,0,0,22,8,0,1,4
1859,15115,01,07,08,14,24,32,03,86,14.33,26,2,4,-2,1,3,2,4,-2,5,8,1,1,31,10,1,1,2
1860,15116,04,06,15,23,26,28,11,102,17.00,32,2,4,-2,1,2,3,3,0,5,7,0,0,24,9,0,0,3
1861,15117,04,11,12,18,26,32,12,103,17.17,23,1,5,-4,0,3,3,3,0,5,5,1,1,28,8,2,2,0
1862,15118,01,04,11,21,23,31,12,91,15.17,11,5,1,4,3,0,3,3,0,3,7,0,0,30,10,0,2,2
1863,15119,02,08,10,18,23,31,08,92,15.33,22,2,4,-2,1,3,3,3,0,5,6,0,0,29,8,2,2,2
1864,15120,16,21,24,26,27,29,16,143,23.83,33,3,3,0,1,1,5,1,4,5,4,1,1,13,5,0,0,1
1865,15121,01,03,20,21,28,29,12,102,17.00,22,4,2,2,1,0,4,2,2,5,8,2,2,28,17,1,2,2
1866,15122,05,07,11,16,22,25,07,86,14.33,26,4,2,2,2,1,2,4,-2,5,7,0,0,20,6,0,0,1
1867,15123,05,08,09,12,22,28,07,84,14.00,34,2,4,-2,0,2,2,4,-2,4,8,1,1,23,10,2,2,2
1868,15124,02,03,05,12,18,27,01,67,11.17,27,3,3,0,1,1,2,4,-2,5,8,1,1,25,9,1,2,1
1869,15125,05,13,22,27,30,33,10,130,21.67,20,4,2,2,1,0,4,2,2,5,7,0,0,28,9,0,2,1
1870,15126,10,11,15,20,23,29,12,108,18.00,18,4,2,2,2,0,3,3,0,5,8,1,1,19,6,0,0,2
1871,15127,07,10,19,22,27,33,06,118,19.67,28,4,2,2,1,0,4,2,2,5,8,0,0,26,9,0,1,3
1872,15128,01,03,08,11,22,28,06,73,12.17,23,3,3,0,1,1,2,4,-2,4,10,0,0,27,11,0,1,3
1873,15129,05,08,11,16,18,27,04,85,14.17,35,3,3,0,0,1,2,4,-2,5,8,0,0,22,9,0,2,1
1874,15130,06,14,15,16,17,22,10,90,15.00,30,2,4,-2,0,1,2,4,-2,5,6,3,1,16,8,1,1,3
1875,15131,10,12,13,19,22,26,03,102,17.00,22,2,4,-2,1,2,3,3,0,5,7,1,1,16,6,0,1,1
1876,15132,03,05,11,28,30,33,01,110,18.33,20,4,2,2,2,1,3,3,0,5,8,0,0,30,17,0,0,1
1877,15133,02,03,13,20,22,24,15,84,14.00,14,2,4,-2,1,2,3,3,0,4,8,1,1,22,10,0,1,1
1878,15134,02,05,14,19,27,31,04,98,16.33,28,4,2,2,2,0,3,3,0,6,8,0,0,29,9,1,1,3
1879,15135,01,12,14,18,26,32,07,103,17.17,23,1,5,-4,0,4,3,3,0,5,8,0,0,31,11,1,1,4
1880,15136,02,05,12,23,28,29,01,99,16.50,29,3,3,0,0,0,3,3,0,5,10,1,1,27,11,0,1,1
1881,15137,14,22,23,27,28,31,12,145,24.17,25,3,3,0,1,1,5,1,4,6,5,2,2,17,8,1,2,3
1882,15138,01,02,08,16,19,24,11,70,11.67,30,2,4,-2,0,2,2,4,-2,6,9,1,1,23,8,0,0,1
1883,15139,01,10,13,18,25,27,09,94,15.67,24,4,2,2,1,0,3,3,0,6,7,0,0,26,9,1,1,3
1884,15140,06,20,28,29,30,31,12,144,24.00,24,2,4,-2,0,2,5,1,4,5,7,3,1,25,14,0,0,1
1885,15141,03,08,19,25,27,28,02,110,18.33,40,4,2,2,2,0,4,2,2,5,10,1,1,25,11,0,1,3
1886,15142,13,17,19,20,22,25,11,116,19.33,26,4,2,2,2,1,5,1,4,6,5,1,1,12,4,1,2,1
1887,15143,13,15,19,20,21,32,04,120,20.00,20,4,2,2,2,0,4,2,2,6,7,2,1,19,11,3,3,3
1888,15144,01,04,07,15,28,32,16,87,14.50,27,3,3,0,1,1,2,4,-2,6,9,0,0,31,13,1,2,0
1889,15145,07,08,15,19,20,24,13,93,15.50,33,3,3,0,1,1,3,3,0,6,6,2,2,17,7,0,2,1
1890,15146,16,17,21,28,30,32,15,144,24.00,24,2,4,-2,1,2,5,1,4,6,7,1,1,16,7,0,0,2
1891,15147,08,09,16,23,24,30,05,110,18.33,30,2,4,-2,0,1,3,3,0,6,4,2,2,22,7,0,2,1
1892,15148,09,13,14,22,26,27,07,111,18.50,31,3,3,0,1,2,3,3,0,6,5,2,2,18,8,0,1,2
1893,15149,09,10,20,21,22,33,09,115,19.17,15,3,3,0,0,1,4,2,2,5,3,3,2,24,11,1,2,2
1894,15150,01,03,08,11,29,31,13,83,13.83,23,5,1,4,3,0,2,4,-2,4,8,0,0,30,18,0,0,2
1895,15151,05,06,08,23,31,32,11,105,17.50,25,3,3,0,1,1,3,3,0,6,8,2,2,27,15,1,2,1
1896,15152,11,18,19,21,29,32,12,130,21.67,30,4,2,2,2,0,5,1,4,4,6,1,1,21,8,1,1,1
1897,15153,08,11,15,22,27,29,03,112,18.67,32,4,2,2,2,0,3,3,0,6,7,0,0,21,7,0,2,1
1898,15154,07,09,11,15,18,25,07,85,14.17,35,5,1,4,3,0,2,4,-2,5,7,0,0,18,7,0,2,2
1899,16001,06,13,16,18,20,22,13,95,15.83,25,1,5,-4,0,3,3,3,0,5,6,0,0,16,7,0,1,2
1900,16002,09,14,17,20,24,30,16,114,19.00,24,2,4,-2,0,2,4,2,2,4,7,0,0,21,6,0,1,2
1901,16003,01,10,14,23,26,28,01,102,17.00,22,2,4,-2,0,2,3,3,0,6,8,0,0,27,9,0,1,2
1902,16004,08,10,17,22,25,33,12,115,19.17,25,3,3,0,1,1,4,2,2,6,9,0,0,25,8,1,1,2
1903,16005,11,14,18,20,31,33,14,127,21.17,17,3,3,0,1,2,4,2,2,5,8,0,0,22,11,1,1,2
1904,16006,13,16,18,20,28,31,12,126,21.00,26,2,4,-2,0,3,4,2,2,5,7,0,0,18,8,2,3,1
1905,16007,05,12,14,20,27,29,06,107,17.83,27,3,3,0,1,2,3,3,0,6,5,0,0,24,7,1,1,4
1906,16008,02,15,24,29,32,33,02,135,22.50,25,3,3,0,0,0,4,2,2,5,9,1,1,31,13,0,1,1
1907,16009,10,14,24,25,27,32,04,132,22.00,22,2,4,-2,1,2,4,2,2,5,10,1,1,22,10,1,2,3
1908,16010,02,04,12,14,19,25,06,76,12.67,26,2,4,-2,1,3,2,4,-2,4,8,0,0,23,8,0,2,1
1909,16011,03,08,10,15,22,29,12,87,14.50,27,3,3,0,0,1,2,4,-2,6,3,0,0,26,7,0,0,2
1910,16012,07,12,14,16,27,32,15,108,18.00,28,2,4,-2,0,2,2,4,-2,4,7,0,0,25,11,0,0,3
1911,16013,07,12,21,22,26,31,01,119,19.83,19,3,3,0,0,1,4,2,2,4,4,1,1,24,9,2,2,2
1912,16014,02,08,10,18,20,27,07,85,14.17,25,1,5,-4,0,4,3,3,0,4,7,0,0,25,8,0,0,3
1913,16015,01,02,14,22,25,26,07,90,15.00,20,2,4,-2,0,2,3,3,0,5,7,2,2,25,12,0,1,2
1914,16016,01,20,22,24,25,26,16,118,19.67,18,2,4,-2,0,2,5,1,4,6,6,2,1,25,19,3,4,4
1915,16017,05,06,08,20,22,30,05,91,15.17,21,1,5,-4,0,4,3,3,0,5,8,1,1,25,12,0,2,0
1916,16018,12,13,14,17,21,25,04,102,17.00,22,4,2,2,2,0,3,3,0,6,6,2,1,13,4,0,0,1
1917,16019,06,13,16,17,23,30,10,105,17.50,25,3,3,0,1,0,3,3,0,4,6,1,1,24,7,2,2,2
1918,16020,01,02,10,12,22,24,10,71,11.83,11,1,5,-4,0,4,2,4,-2,4,7,1,1,23,10,0,0,3
1919,16021,09,11,13,22,24,26,05,105,17.50,25,3,3,0,2,2,3,3,0,6,2,0,0,17,9,0,2,3
1920,16022,04,09,19,22,23,30,07,107,17.83,27,3,3,0,1,0,4,2,2,5,10,1,1,26,10,1,2,1
1921,16023,03,06,10,19,25,29,07,92,15.33,32,4,2,2,2,1,3,3,0,5,8,0,0,26,9,0,1,3
1922,16024,02,05,07,14,18,31,13,77,12.83,27,3,3,0,1,1,2,4,-2,6,9,0,0,29,13,0,0,4
1923,16025,04,11,12,17,24,30,12,98,16.33,18,2,4,-2,0,1,3,3,0,5,6,1,1,26,7,0,0,3
1924,16026,04,09,12,28,30,33,01,116,19.33,26,2,4,-2,0,2,3,3,0,6,6,0,0,29,16,2,3,1
1925,16027,11,13,15,17,19,31,05,106,17.67,26,6,0,6,5,0,3,3,0,5,4,0,0,20,12,0,0,3
1926,16028,06,08,12,21,25,29,01,101,16.83,31,3,3,0,2,2,3,3,0,6,6,0,0,23,9,0,0,1
1927,16029,12,15,18,20,21,27,15,113,18.83,23,3,3,0,1,1,4,2,2,6,5,1,1,15,6,0,2,1
1928,16030,10,14,19,22,25,29,12,119,19.83,29,3,3,0,1,1,4,2,2,5,7,0,0,19,5,0,0,3
1929,16031,03,08,10,19,26,33,03,99,16.50,29,3,3,0,0,1,3,3,0,5,6,0,0,30,9,0,2,1
1930,16032,08,12,14,15,21,27,15,97,16.17,27,3,3,0,2,2,2,4,-2,6,6,1,1,19,6,0,1,1
1931,16033,06,17,18,20,27,29,15,117,19.50,37,3,3,0,1,1,5,1,4,5,6,1,1,23,11,0,1,1
1932,16034,03,15,21,22,23,28,15,112,18.67,22,4,2,2,2,0,4,2,2,5,7,2,1,25,12,0,0,2
1933,16035,04,13,19,20,26,29,11,111,18.50,31,3,3,0,1,1,4,2,2,5,6,1,1,25,9,0,0,3
1934,16036,03,04,07,09,20,22,03,65,10.83,25,3,3,0,1,1,2,4,-2,6,8,1,1,19,11,0,2,2
1935,16037,06,15,26,31,32,33,16,143,23.83,23,3,3,0,0,0,4,2,2,5,9,2,1,27,11,0,0,1
1936,16038,03,12,13,22,28,29,03,107,17.83,27,3,3,0,0,1,3,3,0,4,6,2,2,26,9,0,0,0
1937,16039,01,03,07,18,19,27,16,75,12.50,35,5,1,4,3,0,3,3,0,5,10,1,1,26,11,0,1,1
1938,16040,03,13,19,20,23,26,03,104,17.33,24,4,2,2,2,0,4,2,2,4,6,1,1,23,10,0,2,3
1939,16041,12,17,18,21,22,24,04,114,19.00,24,2,4,-2,0,1,5,1,4,5,5,2,2,12,5,0,0,5
1940,16042,07,14,17,23,26,31,09,118,19.67,28,4,2,2,1,0,4,2,2,5,8,0,0,24,7,0,1,2
1941,16043,05,14,20,26,30,33,12,128,21.33,18,2,4,-2,0,3,4,2,2,5,9,0,0,28,9,1,2,1
1942,16044,01,03,10,12,18,30,01,74,12.33,14,2,4,-2,1,3,2,4,-2,5,8,0,0,29,12,0,1,0
1943,16045,04,09,12,17,30,32,03,104,17.33,24,2,4,-2,0,1,3,3,0,5,7,0,0,28,13,0,2,3
1944,16046,07,20,25,26,27,30,14,135,22.50,25,3,3,0,0,0,5,1,4,4,8,2,1,23,13,0,1,0
1945,16047,02,05,08,15,17,22,16,69,11.50,29,3,3,0,1,0,2,4,-2,4,8,0,0,20,7,0,0,1
1946,16048,03,08,13,14,15,30,04,83,13.83,23,3,3,0,0,0,1,5,-4,5,8,2,1,27,15,0,2,2
1947,16049,06,08,13,14,22,27,10,90,15.00,30,2,4,-2,0,2,2,4,-2,6,7,1,1,21,8,3,3,2
1948,16050,09,12,24,28,29,30,02,132,22.00,32,2,4,-2,0,2,4,2,2,5,9,2,1,21,12,0,0,3
1949,16051,01,02,04,09,15,33,12,64,10.67,24,4,2,2,2,1,1,5,-4,6,10,1,1,32,18,0,1,0
1950,16052,01,06,13,19,24,28,16,91,15.17,31,3,3,0,1,1,3,3,0,6,8,0,0,27,7,1,1,1
1951,16053,02,08,10,12,29,31,01,92,15.33,22,2,4,-2,1,3,2,4,-2,5,6,0,0,29,17,0,0,3
1952,16054,06,11,16,19,28,32,04,112,18.67,32,2,4,-2,0,1,3,3,0,5,8,0,0,26,9,0,0,3
1953,16055,05,06,10,16,22,26,11,85,14.17,25,1,5,-4,0,4,2,4,-2,4,6,1,1,21,6,0,2,2
1954,16056,03,04,08,11,16,18,14,60,10.00,30,2,4,-2,0,2,1,5,-4,5,7,1,1,15,5,0,1,2
1955,16057,07,12,19,22,23,26,11,109,18.17,29,3,3,0,0,0,4,2,2,5,7,1,1,19,7,0,0,3
1956,16058,03,05,18,20,24,32,11,102,17.00,22,2,4,-2,1,3,4,2,2,6,8,0,0,29,13,0,0,3
1957,16059,04,11,12,20,25,28,15,100,16.67,20,2,4,-2,0,1,3,3,0,6,7,1,1,24,8,1,1,2
1958,16060,04,05,22,26,29,32,08,118,19.67,28,2,4,-2,0,1,4,2,2,5,9,1,1,28,17,1,1,3
1959,16061,05,06,08,18,20,32,08,89,14.83,29,1,5,-4,0,4,3,3,0,5,6,1,1,27,12,1,2,2
1960,16062,12,13,15,18,19,21,09,98,16.33,28,4,2,2,2,0,3,3,0,6,4,2,2,9,3,1,1,2
1961,16063,16,17,18,23,28,32,07,134,22.33,34,2,4,-2,0,1,5,1,4,5,8,2,1,16,5,0,1,3
1962,16064,03,12,14,17,19,26,03,91,15.17,31,3,3,0,1,1,3,3,0,6,5,0,0,23,9,0,1,2
1963,16065,13,16,22,25,26,27,14,129,21.50,29,3,3,0,0,1,4,2,2,5,7,2,1,14,6,0,1,4
1964,16066,03,07,13,18,19,20,05,80,13.33,30,4,2,2,2,0,3,3,0,5,8,2,1,17,6,0,1,0
1965,16067,09,13,18,20,27,31,04,118,19.67,28,4,2,2,2,1,4,2,2,6,5,0,0,22,7,0,3,2
1966,16068,08,19,23,28,31,32,01,141,23.50,31,3,3,0,1,0,5,1,4,5,8,1,1,24,11,0,1,4
1967,16069,08,10,11,20,21,27,11,97,16.17,17,3,3,0,1,1,3,3,0,4,8,2,2,19,9,1,1,2
1968,16070,03,06,11,18,23,29,01,90,15.00,30,4,2,2,1,0,3,3,0,5,8,0,0,26,7,1,1,1
1969,16071,19,21,26,28,29,32,01,155,25.83,35,3,3,0,1,1,6,0,6,5,7,1,1,13,5,0,1,2
1970,16072,05,16,19,22,24,25,02,111,18.50,31,3,3,0,0,1,4,2,2,5,7,1,1,20,11,0,1,2
1971,16073,09,11,12,15,16,20,13,83,13.83,23,3,3,0,1,1,1,5,-4,6,5,2,2,11,4,0,1,2
1972,16074,06,10,11,12,20,25,12,84,14.00,14,2,4,-2,0,2,2,4,-2,5,7,2,1,19,8,0,3,3
1973,16075,01,03,06,16,29,32,07,87,14.50,27,3,3,0,1,1,2,4,-2,5,7,0,0,31,13,0,1,0
1974,16076,07,08,13,22,30,32,01,112,18.67,22,2,4,-2,0,2,3,3,0,5,10,1,1,25,9,1,1,2
1975,16077,01,09,17,19,20,29,10,95,15.83,35,5,1,4,3,0,4,2,2,4,8,1,1,28,9,0,0,2
1976,16078,02,04,08,23,26,29,02,92,15.33,32,2,4,-2,0,2,3,3,0,6,7,0,0,27,15,1,1,2
1977,16079,01,03,10,12,24,28,02,78,13.00,18,2,4,-2,1,3,2,4,-2,6,8,0,0,27,12,0,0,4
1978,16080,01,16,17,24,25,32,14,115,19.17,25,3,3,0,0,0,4,2,2,6,4,2,2,31,15,1,2,1
1979,16081,02,06,15,25,30,32,07,110,18.33,20,2,4,-2,1,2,3,3,0,4,10,0,0,30,10,1,2,3
1980,16082,06,12,14,15,17,20,09,84,14.00,24,2,4,-2,1,2,2,4,-2,6,4,1,1,14,6,0,2,1
1981,16083,09,16,17,24,30,31,04,127,21.17,27,3,3,0,0,1,4,2,2,6,4,2,2,22,7,0,1,1
1982,16084,02,04,12,18,24,26,05,86,14.33,26,0,6,-6,0,5,3,3,0,4,5,0,0,24,8,0,1,1
