,期数,开奖日期,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球_1,红球_1 顺序,红球_2 顺序,红球_3 顺序,红球_4 顺序,红球_5 顺序,红球_6 顺序,奖池奖金,一等奖注数,一等奖奖金,二等奖注数,二等奖奖金,总投注额,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
827,17109,2017-09-17,08,14,16,18,21,23,16,21,16,08,14,18,23,"436,050,760",4,"10,000,000",96,"296,384","349,302,018",100,16.67,30,2,4,-2,1,3,3,3,0,5,6,0,0,15,6,0,1,5
828,17108,2017-09-14,07,12,14,15,17,20,01,17,14,15,20,07,12,"390,692,040",6,"8,141,359",113,"208,497","320,774,192",85,14.17,25,3,3,0,1,1,2,4,-2,5,4,1,1,13,5,0,2,2
829,17107,2017-09-12,08,09,15,17,30,32,06,32,30,08,09,15,17,"368,859,616",19,"5,814,695",202,"95,787","319,335,446",111,18.50,31,3,3,0,2,1,3,3,0,6,8,1,1,24,13,0,1,2
830,17106,2017-09-10,12,15,20,25,27,31,02,31,20,25,12,15,27,"421,291,764",4,"10,000,000",82,"306,613","346,574,690",130,21.67,20,4,2,2,2,0,4,2,2,5,9,0,0,19,5,0,2,2
831,17105,2017-09-07,03,06,07,12,25,26,07,03,12,06,25,07,26,"385,864,894",29,"5,091,000",254,"12,987","314,223,620",79,13.17,29,3,3,0,0,0,2,4,-2,5,8,2,2,23,13,0,0,0
832,17104,2017-09-05,01,14,15,20,23,30,14,01,14,23,30,20,15,"523,607,612",2,"10,000,000",93,"265,208","310,263,038",103,17.17,13,3,3,0,0,0,3,3,0,5,10,1,1,29,13,1,2,2
833,17103,2017-09-03,01,21,23,25,31,33,01,25,31,33,01,21,23,"469,614,348",9,"7,401,779",64,"422,187","347,478,996",134,22.33,14,6,0,6,5,0,5,1,4,3,6,0,0,32,20,0,0,1
834,17102,2017-08-31,04,08,10,14,18,20,11,10,14,04,20,18,08,"455,170,324",14,"5,682,901",150,"79,671","315,963,272",74,12.33,24,0,6,-6,0,5,2,4,-2,3,3,0,0,16,4,0,1,1
835,17101,2017-08-29,01,04,11,28,31,32,16,11,28,01,32,04,31,"498,878,630",2,"10,000,000",51,"548,154","313,219,868",107,17.83,17,3,3,0,0,0,3,3,0,4,8,1,1,31,17,0,1,0
836,17100,2017-08-27,04,07,08,18,23,24,02,23,04,07,18,24,08,"435,010,976",16,"6,241,187",117,"212,168","343,590,604",84,14.00,34,2,4,-2,0,1,3,3,0,4,8,2,2,20,10,0,0,2
837,17099,2017-08-24,02,05,06,16,28,29,04,06,05,16,28,29,02,"460,398,735",27,"5,455,945",142,"108,367","310,565,530",86,14.33,36,2,4,-2,0,2,2,4,-2,5,8,2,2,27,12,0,0,3
838,17098,2017-08-22,04,19,22,27,30,33,01,04,27,22,30,33,19,"561,544,774",14,"5,401,390",93,"75,530","314,009,676",135,22.50,25,3,3,0,0,0,5,1,4,6,6,0,0,29,15,1,2,3
839,17097,2017-08-20,05,10,18,19,30,31,03,18,10,30,31,19,05,"616,091,250",10,"6,980,859",183,"135,304","348,913,966",113,18.83,23,3,3,0,0,1,4,2,2,5,7,2,2,26,11,0,1,4
840,17096,2017-08-17,02,06,11,12,19,29,06,12,19,02,06,29,11,"611,617,622",14,"6,270,042",165,"134,701","322,973,284",79,13.17,29,3,3,0,1,1,2,4,-2,4,8,1,1,27,10,1,3,1
841,17095,2017-08-15,09,10,12,19,22,29,16,22,09,19,12,29,10,"632,720,984",14,"6,159,602",332,"61,123","317,203,922",101,16.83,31,3,3,0,0,1,3,3,0,3,6,1,1,20,7,1,1,4
842,17094,2017-08-13,08,11,13,19,28,31,06,31,28,08,11,19,13,"658,076,283",9,"6,630,843",128,"143,335","341,689,810",110,18.33,30,4,2,2,2,0,3,3,0,4,8,0,0,23,9,0,1,2
843,17093,2017-08-10,07,08,09,15,22,27,12,22,07,27,09,15,08,"662,712,921",39,"5,290,308",238,"59,464","308,248,758",88,14.67,38,4,2,2,1,0,2,4,-2,5,8,2,1,20,7,0,0,1
844,17092,2017-08-08,10,18,19,29,32,33,09,29,10,33,18,19,32,"826,577,324",4,"9,605,819",131,"175,794","308,876,342",141,23.50,31,3,3,0,1,1,5,1,4,5,8,2,2,23,10,0,2,1
845,17091,2017-08-06,05,07,10,23,28,29,03,07,10,28,05,23,29,"795,913,308",4,"8,923,729",141,"139,139","337,138,076",102,17.00,32,4,2,2,1,0,3,3,0,6,8,1,1,24,13,2,2,1
846,17090,2017-08-03,01,07,10,16,22,33,09,33,16,22,10,01,07,"772,752,284",4,"8,842,613",84,"228,726","312,174,318",89,14.83,19,3,3,0,1,2,2,4,-2,6,6,0,0,32,11,1,1,2
847,17089,2017-08-01,11,12,13,16,23,25,12,16,11,12,13,23,25,"750,483,542",2,"10,000,000",69,"328,347","314,842,050",100,16.67,20,4,2,2,1,0,2,4,-2,5,7,2,1,14,7,1,1,1
848,17088,2017-07-30,07,09,18,22,23,29,06,22,18,07,29,23,09,"702,515,540",10,"6,725,767",406,"53,133","346,380,162",108,18.00,38,4,2,2,2,1,4,2,2,5,9,1,1,22,9,0,0,3
849,17087,2017-07-27,03,06,13,14,19,28,06,28,03,19,14,13,06,"705,056,937",13,"5,785,674",105,"121,592","316,090,948",83,13.83,33,3,3,0,0,0,2,4,-2,5,10,1,1,25,9,1,3,3
850,17086,2017-07-25,03,05,06,13,20,22,07,05,06,13,03,22,20,"741,969,095",5,"7,211,165",73,"189,312","313,250,840",69,11.50,19,3,3,0,1,1,2,4,-2,5,7,1,1,19,7,2,2,2
851,17085,2017-07-23,01,05,06,16,25,30,09,01,25,30,06,05,16,"736,565,578",7,"6,315,240",148,"77,759","340,676,888",83,13.83,23,3,3,0,1,1,2,4,-2,4,8,1,1,29,10,2,2,2
852,17084,2017-07-20,01,05,11,20,22,24,02,11,05,01,22,24,20,"746,247,204",9,"7,021,235",98,"232,029","314,750,766",83,13.83,13,3,3,0,2,2,3,3,0,5,7,0,0,23,9,1,2,0
853,17083,2017-07-18,03,08,14,20,24,26,12,08,14,24,20,03,26,"741,221,637",13,"6,005,980",161,"101,535","305,712,986",95,15.83,25,1,5,-4,0,4,3,3,0,5,7,0,0,23,6,0,1,3
854,17082,2017-07-16,14,18,21,25,28,29,10,14,21,18,28,29,25,"770,257,854",9,"6,764,976",120,"165,466","340,327,376",135,22.50,35,3,3,0,1,1,5,1,4,5,4,1,1,15,4,1,2,2
855,17081,2017-07-13,03,05,14,25,26,30,05,03,14,05,30,26,25,"771,574,680",4,"7,764,217",134,"103,142","311,169,340",103,17.17,23,3,3,0,1,1,3,3,0,5,9,1,1,27,11,0,0,1
856,17080,2017-07-11,01,12,16,20,22,24,08,24,12,16,01,22,20,"761,168,290",10,"6,418,690",103,"172,171","309,113,400",95,15.83,15,1,5,-4,0,4,3,3,0,5,6,0,0,23,11,0,0,2
857,17079,2017-07-09,03,07,14,23,25,27,08,03,27,23,14,07,25,"772,154,315",5,"7,420,610",107,"141,390","338,568,770",99,16.50,29,5,1,4,3,0,3,3,0,4,6,0,0,24,9,1,1,2
858,17078,2017-07-06,05,07,18,19,22,24,16,18,24,22,07,05,19,"763,870,919",7,"7,387,529",160,"130,568","308,678,006",95,15.83,35,3,3,0,1,1,4,2,2,6,8,1,1,19,11,0,1,2
859,17077,2017-07-04,01,02,04,15,17,22,14,22,17,02,01,04,15,"752,910,976",4,"9,715,359",93,"253,513","310,153,396",61,10.17,21,3,3,0,1,1,2,4,-2,5,8,1,1,21,11,1,3,2
860,17076,2017-07-02,01,04,08,09,14,15,13,04,01,08,15,14,09,"721,042,021",7,"7,321,488",115,"176,634","346,391,726",51,8.50,31,3,3,0,0,1,0,6,-6,5,6,2,2,14,5,1,1,1
861,17075,2017-06-29,01,03,06,19,21,29,07,19,01,06,03,29,21,"711,353,370",7,"6,363,935",90,"132,604","320,592,160",79,13.17,29,5,1,4,3,0,3,3,0,4,8,0,0,28,13,0,1,3
862,17074,2017-06-27,02,06,16,23,30,31,02,06,23,16,31,30,02,"720,097,616",16,"6,194,147",548,"43,582","312,167,868",108,18.00,18,2,4,-2,0,2,3,3,0,5,8,1,1,29,10,3,4,2
863,17073,2017-06-25,03,06,16,23,26,30,14,06,16,03,23,26,30,"747,555,120",9,"7,099,806",173,"136,548","347,269,730",104,17.33,24,2,4,-2,0,2,3,3,0,3,6,0,0,27,10,3,4,0
864,17072,2017-06-22,06,11,14,23,26,30,02,23,11,26,30,06,14,"740,584,900",11,"6,667,226",94,"243,876","321,195,342",110,18.33,20,2,4,-2,0,1,3,3,0,5,8,0,0,24,9,0,2,1
865,17071,2017-06-20,02,03,06,14,31,32,03,02,31,03,32,06,14,"745,151,312",4,"10,000,000",51,"494,080","322,489,468",88,14.67,18,2,4,-2,0,1,2,4,-2,5,8,2,2,30,17,0,2,1
866,17070,2017-06-18,01,06,14,22,25,26,12,25,01,22,06,14,26,"709,557,056",4,"9,143,511",92,"225,190","357,559,628",94,15.67,24,2,4,-2,0,2,3,3,0,5,9,1,1,25,8,0,0,2
867,17069,2017-06-15,02,11,12,23,29,31,05,11,31,02,29,23,12,"683,978,436",3,"10,000,000",98,"198,460","326,172,358",108,18.00,18,4,2,2,2,0,3,3,0,4,10,1,1,29,11,2,2,4
868,17068,2017-06-13,02,06,10,22,30,31,15,02,30,22,10,31,06,"655,631,053",7,"8,099,564",102,"265,894","320,912,348",101,16.83,11,1,5,-4,0,4,3,3,0,4,7,1,1,29,12,0,1,2
869,17067,2017-06-11,01,03,04,10,18,29,04,01,29,03,10,04,18,"630,964,440",10,"7,036,216",131,"194,295","356,270,498",65,10.83,25,3,3,0,1,2,2,4,-2,6,10,1,1,28,11,1,2,2
870,17066,2017-06-08,01,04,06,17,19,26,03,26,01,04,17,06,19,"624,968,496",8,"7,075,823",103,"201,536","329,821,920",73,12.17,33,3,3,0,1,1,3,3,0,5,8,0,0,25,11,0,0,3
871,17065,2017-06-06,02,05,08,10,12,21,07,02,08,10,12,05,21,"619,300,374",14,"5,907,122",181,"87,705","320,800,086",58,9.67,18,2,4,-2,0,2,1,5,-4,5,8,0,0,19,9,1,2,1
872,17064,2017-06-04,02,10,16,22,24,28,15,16,10,24,02,28,22,"654,376,180",5,"9,001,480",158,"158,286","351,655,222",102,17.00,22,0,6,-6,0,5,3,3,0,5,5,0,0,26,8,1,2,1
873,17063,2017-06-01,12,16,20,22,25,31,04,12,25,22,31,20,16,"624,355,820",4,"10,000,000",246,"102,608","307,572,084",126,21.00,16,2,4,-2,1,3,4,2,2,5,7,0,0,19,6,1,2,1
874,17062,2017-05-30,01,07,22,24,26,31,10,26,31,22,24,07,01,"588,631,018",2,"10,000,000",50,"413,968","292,747,704",111,18.50,21,3,3,0,1,2,4,2,2,5,9,0,0,30,15,2,2,2
875,17061,2017-05-28,06,07,12,20,26,27,11,06,20,12,26,07,27,"546,535,704",22,"5,719,289",236,"83,815","327,891,234",98,16.33,28,2,4,-2,0,2,3,3,0,4,6,2,2,21,8,1,1,3
876,17060,2017-05-25,05,10,13,24,26,31,04,26,10,13,24,05,31,"613,018,696",4,"9,226,054",113,"186,993","320,553,910",109,18.17,19,3,3,0,0,1,3,3,0,6,8,0,0,26,11,0,0,4
877,17059,2017-05-23,04,08,09,15,19,25,09,15,25,09,19,08,04,"586,532,102",26,"5,191,242",222,"27,997","306,145,516",80,13.33,40,4,2,2,3,1,2,4,-2,4,6,1,1,21,6,0,1,1
878,17058,2017-05-21,01,09,13,22,28,32,11,01,09,28,22,32,13,"702,858,272",8,"7,035,961",111,"183,419","338,794,650",105,17.50,25,3,3,0,2,2,3,3,0,5,8,0,0,31,9,0,1,2
879,17057,2017-05-18,18,20,22,23,30,31,16,18,31,30,20,22,23,"698,067,117",9,"6,821,373",71,"288,597","314,697,362",144,24.00,14,2,4,-2,0,2,6,0,6,5,7,2,2,13,7,0,1,3
880,17056,2017-05-16,13,14,18,19,21,28,06,13,21,14,18,19,28,"697,988,120",8,"7,367,832",184,"128,686","317,424,132",113,18.83,33,3,3,0,1,1,4,2,2,5,7,2,2,15,7,0,1,4
881,17055,2017-05-14,07,12,13,20,24,31,05,12,24,13,20,31,07,"685,895,820",20,"5,718,169",109,"164,717","342,200,872",107,17.83,17,3,3,0,0,1,3,3,0,6,8,1,1,24,7,0,0,1
882,17054,2017-05-11,02,03,09,23,28,33,08,09,02,33,28,23,03,"746,396,522",2,"10,000,000",73,"227,292","315,730,948",98,16.33,28,4,2,2,2,0,3,3,0,4,9,1,1,31,14,0,1,2
883,17053,2017-05-09,04,09,11,15,29,31,06,15,04,09,31,29,11,"716,619,576",6,"7,534,369",77,"246,854","316,559,816",99,16.50,29,5,1,4,4,0,2,4,-2,4,8,0,0,27,14,2,2,1
884,17052,2017-05-07,07,08,18,24,29,31,07,31,08,18,24,07,29,"704,802,480",5,"8,409,592",182,"117,087","346,847,224",117,19.50,37,3,3,0,1,2,4,2,2,5,9,1,1,24,10,0,1,2
885,17051,2017-05-04,02,05,09,15,24,25,11,09,15,24,02,05,25,"682,920,580",10,"6,175,841",194,"75,762","315,667,040",80,13.33,30,4,2,2,2,0,2,4,-2,4,9,1,1,23,9,0,1,2
886,17050,2017-05-02,10,12,20,24,27,29,07,27,12,20,29,10,24,"700,584,945",5,"8,309,640",64,"323,207","308,163,776",122,20.33,22,2,4,-2,1,3,4,2,2,5,8,0,0,19,8,1,2,0
887,17049,2017-04-30,01,08,14,15,20,29,10,14,08,15,29,01,20,"680,077,398",7,"7,636,512",113,"204,154","326,777,700",87,14.50,27,3,3,0,0,1,2,4,-2,6,7,1,1,28,9,1,3,4
888,17048,2017-04-27,05,08,09,14,15,19,07,09,14,15,19,05,08,"664,324,529",11,"5,831,308",107,"106,827","317,465,116",70,11.67,40,4,2,2,1,0,1,5,-4,4,5,2,2,14,5,0,2,1
889,17047,2017-04-25,02,05,08,10,32,33,02,33,10,08,32,05,02,"694,177,440",6,"7,801,881",181,"116,100","313,845,556",90,15.00,20,2,4,-2,0,2,2,4,-2,5,9,1,1,31,22,0,1,2
890,17046,2017-04-23,04,13,14,23,26,32,10,04,13,26,32,23,14,"677,946,402",6,"7,608,231",95,"205,912","348,845,228",112,18.67,22,2,4,-2,0,1,3,3,0,4,6,1,1,28,9,0,0,2
891,17045,2017-04-20,05,07,16,20,21,25,05,16,25,07,21,05,20,"664,910,592",4,"9,399,507",99,"222,197","320,562,564",94,15.67,24,4,2,2,2,1,3,3,0,5,7,1,1,20,9,0,2,2
892,17044,2017-04-18,08,16,19,21,31,32,06,08,31,16,19,32,21,"636,516,015",15,"6,015,002",81,"234,954","318,935,018",127,21.17,27,3,3,0,2,1,4,2,2,5,8,1,1,24,10,1,3,1
893,17043,2017-04-16,08,13,16,23,27,31,08,08,13,23,16,27,31,"669,647,148",4,"8,333,883",170,"98,055","348,879,160",118,19.67,28,4,2,2,2,0,3,3,0,5,7,0,0,23,7,0,1,1
894,17042,2017-04-13,01,02,04,07,10,23,04,23,02,07,04,10,01,"652,974,432",8,"7,650,480",69,"384,127","326,995,938",47,7.83,17,3,3,0,0,1,1,5,-4,6,7,1,1,22,13,0,2,1
895,17041,2017-04-11,04,10,13,15,22,27,04,13,27,22,04,15,10,"634,663,869",21,"5,832,574",114,"191,711","322,450,520",91,15.17,21,3,3,0,1,1,2,4,-2,6,7,0,0,23,7,0,1,2
896,17040,2017-04-09,15,19,23,28,29,33,04,33,28,19,23,29,15,"691,582,671",13,"5,740,931",82,"146,830","359,413,424",147,24.50,37,5,1,4,3,0,5,1,4,4,5,1,1,18,5,0,0,2
897,17039,2017-04-06,02,04,12,14,17,24,15,02,12,04,17,24,14,"730,094,377",1,"10,000,000",109,"255,711","330,405,710",73,12.17,23,1,5,-4,0,3,2,4,-2,3,6,0,0,22,8,1,2,3
898,17038,2017-04-04,01,04,08,13,24,27,05,01,04,13,08,24,27,"656,476,865",5,"8,797,176",191,"124,253","310,673,636",77,12.83,27,3,3,0,0,1,2,4,-2,5,8,0,0,26,11,0,0,1
899,17037,2017-04-02,11,15,20,22,25,30,05,25,11,30,20,22,15,"629,265,693",7,"7,634,270",102,"225,979","346,434,206",123,20.50,13,3,3,0,1,1,4,2,2,4,7,0,0,19,5,0,0,2
900,17036,2017-03-30,01,02,05,10,24,27,15,10,24,02,27,01,05,"613,555,992",4,"10,000,000",134,"212,654","340,257,990",69,11.50,19,3,3,0,0,1,2,4,-2,6,8,1,1,26,14,1,2,3
901,17035,2017-03-28,01,06,14,24,28,32,12,28,01,32,06,24,14,"568,068,720",16,"5,671,583",164,"81,900","342,022,594",105,17.50,25,1,5,-4,0,4,3,3,0,5,7,0,0,31,10,0,1,2
902,17034,2017-03-26,04,07,08,19,32,33,13,19,32,04,08,33,07,"618,519,064",8,"7,191,847",146,"150,126","373,962,682",103,17.17,33,3,3,0,0,0,3,3,0,6,8,2,2,29,13,1,1,3
903,17033,2017-03-23,05,07,15,20,23,30,15,30,23,05,07,15,20,"610,298,424",12,"6,829,933",205,"133,897","346,477,046",100,16.67,20,4,2,2,2,0,3,3,0,4,7,0,0,25,8,2,2,3
904,17032,2017-03-21,05,08,15,24,27,31,11,24,27,31,15,05,08,"609,910,623",63,"5,000,000",284,"6,000","346,410,188",110,18.33,30,4,2,2,1,0,3,3,0,5,6,0,0,26,9,1,1,3
905,17031,2017-03-19,06,10,16,26,27,29,03,26,10,06,27,29,16,"924,910,650",30,"5,458,217",344,"49,951","377,406,752",114,19.00,34,2,4,-2,1,3,3,3,0,4,9,1,1,23,10,0,0,3
906,17030,2017-03-16,01,07,09,20,23,30,02,09,23,30,07,01,20,"1,037,107,695",5,"9,250,716",81,"327,987","350,487,064",90,15.00,20,4,2,2,2,0,3,3,0,5,10,0,0,29,11,1,2,2
907,17029,2017-03-14,02,15,21,23,25,30,10,25,23,30,02,15,21,"1,003,660,344",4,"9,172,154",53,"393,599","343,011,048",116,19.33,16,4,2,2,3,0,4,2,2,5,9,0,0,28,13,1,1,2
908,17028,2017-03-12,07,08,12,13,22,30,09,07,08,12,30,13,22,"977,766,651",9,"6,700,085",152,"125,828","377,657,484",92,15.33,22,2,4,-2,0,2,2,4,-2,5,8,2,2,23,9,1,1,2
909,17027,2017-03-09,02,04,11,14,27,30,05,11,30,27,02,14,04,"980,689,536",3,"9,954,368",76,"244,458","344,767,540",88,14.67,18,2,4,-2,0,1,2,4,-2,5,8,0,0,28,13,2,2,3
910,17026,2017-03-07,03,10,12,19,27,30,08,30,19,10,03,12,27,"954,816,000",30,"5,346,265",385,"33,727","338,217,710",101,16.83,21,3,3,0,1,1,3,3,0,5,8,0,0,27,8,0,0,1
911,17025,2017-03-05,02,15,16,17,22,32,07,15,02,22,17,16,32,"1,076,249,141",11,"6,246,929",176,"97,416","372,684,176",104,17.33,24,2,4,-2,0,1,3,3,0,4,8,2,1,30,13,0,0,2
912,17024,2017-03-02,09,21,25,26,29,31,13,25,21,09,29,31,26,"1,093,529,538",6,"8,107,050",120,"194,190","342,020,216",141,23.50,31,5,1,4,3,0,5,1,4,4,8,1,1,22,12,0,0,1
913,17023,2017-02-28,01,03,04,11,18,22,14,03,04,22,18,01,11,"1,072,263,213",3,"10,000,000",108,"223,769","337,872,226",59,9.83,19,3,3,0,1,1,2,4,-2,5,9,1,1,21,7,1,1,2
914,17022,2017-02-26,02,06,15,16,18,32,15,16,18,06,15,02,32,"1,029,761,908",4,"10,000,000",63,"452,069","370,988,738",89,14.83,29,1,5,-4,0,3,2,4,-2,4,8,1,1,30,14,1,2,2
915,17021,2017-02-23,02,05,10,22,32,33,09,05,10,33,02,22,32,"984,320,688",16,"6,097,279",115,"190,831","329,896,520",104,17.33,14,2,4,-2,0,2,3,3,0,4,10,1,1,31,12,2,2,2
916,17020,2017-02-21,04,08,10,12,31,33,10,31,12,04,08,33,10,"1,016,040,400",4,"8,928,802",87,"225,793","321,450,250",98,16.33,18,2,4,-2,1,3,2,4,-2,6,5,0,0,29,19,2,3,0
917,17019,2017-02-19,04,06,08,12,23,25,08,25,04,12,06,23,08,"992,823,572",4,"8,296,217",111,"148,478","362,828,374",78,13.00,28,2,4,-2,1,3,2,4,-2,6,5,0,0,21,11,0,1,1
918,17018,2017-02-16,01,02,03,17,25,31,09,01,31,25,02,17,03,"976,565,180",5,"7,041,328",91,"140,201","332,385,048",79,13.17,19,5,1,4,3,0,3,3,0,5,8,2,1,30,14,0,1,1
919,17017,2017-02-14,03,07,08,10,22,23,12,10,03,08,07,22,23,"973,496,920",5,"7,986,377",120,"155,540","329,086,094",73,12.17,23,3,3,0,1,2,2,4,-2,5,8,2,2,20,12,0,2,2
920,17016,2017-02-12,05,08,16,22,27,29,02,08,29,27,05,16,22,"957,434,232",12,"6,237,727",222,"83,630","349,767,606",107,17.83,37,3,3,0,1,2,3,3,0,6,9,0,0,24,8,1,1,2
921,17015,2017-02-09,01,08,09,14,17,32,01,08,01,32,09,17,14,"976,589,244",4,"9,713,530",101,"233,343","314,977,594",81,13.50,31,3,3,0,0,0,2,4,-2,6,9,1,1,31,15,1,1,3
922,17014,2017-02-07,06,08,18,20,23,31,13,18,06,20,31,23,08,"944,740,410",5,"8,280,828",144,"142,397","307,538,720",106,17.67,26,2,4,-2,1,3,4,2,2,5,8,0,0,25,10,0,2,0
923,17013,2017-02-05,08,11,28,29,31,33,06,28,31,33,08,11,29,"924,629,020",10,"6,997,500",99,"252,209","377,878,424",140,23.33,30,4,2,2,2,0,4,2,2,4,7,1,1,25,17,1,1,1
924,17012,2017-01-26,10,11,14,15,16,24,07,11,16,24,10,15,14,"919,697,751",9,"7,016,617",80,"283,586","329,120,186",90,15.00,20,2,4,-2,0,1,1,5,-4,5,6,3,2,14,8,2,2,3
925,17011,2017-01-24,10,11,12,23,26,29,16,26,10,29,23,12,11,"914,786,466",11,"6,835,064",229,"110,184","318,019,266",111,18.50,21,3,3,0,0,0,3,3,0,6,8,2,1,19,11,0,0,2
926,17010,2017-01-22,05,08,19,25,28,30,07,28,05,30,25,08,19,"914,275,770",30,"5,251,359",231,"40,805","350,388,682",115,19.17,35,3,3,0,1,1,4,2,2,4,7,0,0,25,11,0,1,4
927,17009,2017-01-19,02,06,08,09,15,29,14,02,08,29,09,15,06,"1,043,538,642",9,"6,976,497",145,"153,348","318,286,702",69,11.50,39,3,3,0,2,2,1,5,-4,5,8,1,1,27,14,1,2,3
928,17008,2017-01-17,07,13,15,27,28,29,13,28,13,15,07,29,27,"1,039,620,330",10,"6,455,001",165,"110,227","318,368,112",119,19.83,39,5,1,4,3,0,3,3,0,5,7,2,1,22,12,0,0,1
929,17007,2017-01-15,02,04,05,24,26,33,15,26,33,02,04,24,05,"1,049,607,797",7,"8,376,630",62,"476,540","358,098,002",94,15.67,24,2,4,-2,0,2,3,3,0,5,8,1,1,31,19,3,4,1
930,17006,2017-01-12,02,04,08,26,29,33,08,26,29,04,02,08,33,"1,019,607,668",4,"6,946,576",70,"139,041","327,823,184",102,17.00,32,2,4,-2,1,3,3,3,0,6,8,0,0,31,18,0,0,1
931,17005,2017-01-10,06,11,12,22,23,30,05,11,12,23,06,30,22,"1,018,195,332",14,"6,083,962",204,"92,986","328,457,210",104,17.33,14,2,4,-2,0,1,3,3,0,5,8,2,2,24,10,1,1,2
932,17004,2017-01-08,05,13,17,26,27,30,07,30,27,05,17,13,26,"1,046,462,778",18,"5,946,813",294,"72,460","361,243,290",118,19.67,28,4,2,2,2,0,4,2,2,5,8,1,1,25,9,1,1,2
933,17003,2017-01-05,01,04,08,15,27,32,16,01,27,15,32,08,04,"1,089,595,542",3,"10,000,000",80,"305,874","328,263,696",87,14.50,27,3,3,0,1,1,2,4,-2,6,9,0,0,31,12,1,2,0
934,17002,2017-01-03,15,19,23,24,25,32,03,24,32,23,19,25,15,"1,046,185,700",4,"10,000,000",67,"391,374","333,473,696",138,23.00,28,4,2,2,2,0,5,1,4,5,6,2,1,17,7,1,1,4
935,17001,2017-01-01,09,11,14,20,25,26,15,26,09,20,25,14,11,"1,007,519,355",9,"7,522,351",184,"154,219","376,155,592",105,17.50,25,3,3,0,1,1,3,3,0,6,7,1,1,17,6,1,2,2
936,16153,2016-12-29,07,09,16,24,25,29,06,09,16,25,07,29,24,"990,091,165",5,"7,932,287",247,"74,197","342,438,226",110,18.33,40,4,2,2,2,1,3,3,0,5,9,1,1,22,8,0,2,2
937,16152,2016-12-27,02,08,09,16,20,22,07,08,09,20,22,16,02,"974,772,214",17,"5,986,457",247,"84,867","338,973,816",77,12.83,27,1,5,-4,0,3,2,4,-2,5,7,1,1,20,7,0,3,0
938,16151,2016-12-25,06,11,16,20,22,33,07,11,06,20,22,16,33,"1,013,655,324",11,"6,923,271",130,"203,422","375,311,070",108,18.00,18,2,4,-2,0,2,3,3,0,5,8,0,0,27,11,0,0,3
939,16150,2016-12-22,02,04,05,09,13,21,05,21,04,09,02,05,13,"1,010,476,368",22,"5,849,327",140,"166,832","350,741,078",54,9.00,24,4,2,2,3,1,1,5,-4,6,8,1,1,19,8,0,0,3
940,16149,2016-12-20,03,20,23,26,32,33,07,32,26,23,20,03,33,"1,069,092,085",5,"7,413,987",77,"195,940","342,258,704",137,22.83,17,3,3,0,0,1,5,1,4,4,8,1,1,30,17,0,2,1
941,16148,2016-12-18,01,02,11,20,26,30,14,20,01,26,11,30,02,"1,060,899,760",10,"7,088,635",158,"165,240","381,634,232",90,15.00,10,2,4,-2,0,2,3,3,0,4,7,1,1,29,9,0,0,1
942,16147,2016-12-15,04,14,18,28,31,32,12,14,28,31,32,18,04,"1,053,462,300",5,"8,475,931",113,"192,252","341,474,648",127,21.17,27,1,5,-4,0,3,4,2,2,4,6,1,1,28,10,0,0,3
943,16146,2016-12-13,03,07,15,16,17,23,10,03,15,17,07,16,23,"1,030,668,248",8,"7,329,207",133,"175,128","344,859,752",81,13.50,31,5,1,4,3,0,2,4,-2,4,8,2,1,20,8,0,2,0
944,16145,2016-12-11,01,03,07,12,19,20,06,01,03,07,12,19,20,"1,019,425,688",8,"6,264,341",157,"80,531","398,955,964",62,10.33,22,4,2,2,2,0,2,4,-2,6,10,1,1,19,7,0,1,1
945,16144,2016-12-08,04,10,12,27,32,33,05,27,10,04,12,33,32,"1,031,610,174",14,"6,201,501",86,"244,491","372,346,108",118,19.67,18,2,4,-2,0,2,3,3,0,5,8,1,1,29,15,1,1,2
946,16143,2016-12-06,06,09,23,24,25,33,13,09,06,24,23,25,33,"1,055,352,355",5,"9,007,647",143,"175,159","378,923,738",120,20.00,30,4,2,2,2,0,4,2,2,5,9,2,1,27,14,0,1,2
947,16142,2016-12-04,01,10,17,21,23,30,12,21,30,10,23,01,17,"1,025,247,212",11,"6,818,174",85,"294,116","407,120,242",102,17.00,12,4,2,2,2,0,4,2,2,4,6,0,0,29,9,0,2,1
948,16141,2016-12-01,04,13,15,17,21,24,15,24,21,04,17,13,15,"1,025,247,440",7,"8,186,439",106,"263,031","371,798,444",94,15.67,24,4,2,2,3,0,3,3,0,5,6,0,0,20,9,1,1,1
949,16140,2016-11-29,01,02,05,17,26,32,10,32,26,02,17,01,05,"998,908,480",16,"5,846,950",84,"201,654","360,447,386",83,13.83,23,3,3,0,1,1,3,3,0,5,9,1,1,31,12,1,2,2
950,16139,2016-11-27,01,06,19,26,28,30,03,28,19,26,30,06,01,"1,041,642,655",5,"9,936,561",94,"328,228","395,456,724",110,18.33,30,2,4,-2,0,2,4,2,2,5,9,0,0,29,13,1,1,3
